title,artist,title_listeners,title_scrobbles,title_tags,title_duration
Горилка,Верка Сердючка,505,"1,949","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",2:50
Помада,Верка Сердючка,501,"1,407","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:38
Контролер,Верка Сердючка,484,"1,751","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:42
Sms-Очка,Верка Сердючка,482,"1,481","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:07
Плакать или радоваться,Верка Сердючка,481,"1,522","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:35
Всем надо,Верка Сердючка,475,"1,500","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:43
Essen,Верка Сердючка,468,"2,133","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",2:35
novogodnyaya,Верка Сердючка,467,"1,229","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",Add lyrics on Musixmatch
Kiss please,Верка Сердючка,465,"2,432","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",Add lyrics on Musixmatch
Сама себе,Верка Сердючка,452,"1,661","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:04
Гуляночка,Верка Сердючка,433,"1,800","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",Add lyrics on Musixmatch
"Ах, мамочка",Верка Сердючка,420,"1,954","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:50
Dancing Lasha Tumbai (Original Version),Верка Сердючка,416,"1,910","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:12
Гидропарк (Помада алая),Верка Сердючка,398,"1,787","['pop', 'ukraine', 'ukrainian', 'ukrainian pop', 'pop', 'ukrainian', 'dance']",3:13
Жениха хотела,Верка Сердючка,383,"1,432","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",Add lyrics on Musixmatch
Гоп-гоп ..... Я ПАКЛАДУ ИХ В РОТЕГ И ТЫХО НЯМ НЯМ НЯМ))))))))),Верка Сердючка,377,631,"['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",Add lyrics on Musixmatch
Cuba,Верка Сердючка,374,932,"['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",4:15
Бери всё (что у меня есть),Верка Сердючка,372,"1,351","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:20
Dancing Lasha Tumbai (Orginal Version),Верка Сердючка,362,"1,980","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",Add lyrics on Musixmatch
А я иду такая вся в дольче габана,Верка Сердючка,359,980,"['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",Add lyrics on Musixmatch
Dancing Lasha Tumbai (long version with balalaika),Верка Сердючка,359,800,"['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:32
Do Re Mi,Верка Сердючка,357,"2,078","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:18
Vse Budet Horosho,Верка Сердючка,353,"2,082","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",Add lyrics on Musixmatch
Вишенка,Верка Сердючка,343,934,"['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:20
А метель метёт белая,Верка Сердючка,342,"1,013","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",4:37
Elki,Верка Сердючка,339,"1,209","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",Add lyrics on Musixmatch
"Ты - на север, я - на юг",Верка Сердючка,335,816,"['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:13
Бери всё,Верка Сердючка,318,"1,030","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:19
Ты ушел...,Верка Сердючка,317,"1,045","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:52
Розовый свитер (#Switter),Верка Сердючка,311,"1,226","['pop', 'ukrainian', 'ukraine', 'hits', 'pop', 'ukrainian', 'dance']",Add lyrics on Musixmatch
Dancing Lasha Tumbai (Pub Version Art),Верка Сердючка,309,"1,229","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:12
Ваза и пион,Верка Сердючка,309,818,"['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",4:27
Dancing Lasha Tumbai (club version),Верка Сердючка,306,683,"['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",5:54
Gorbachev,Верка Сердючка,302,"1,086","['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:50
Контролёр,Верка Сердючка,301,716,"['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",3:42
Я рождена для любви (2003),Верка Сердючка,297,992,"['pop', 'ukrainian', 'dance', 'comedy', 'ukraine', 'pop', 'ukrainian', 'dance']",Add lyrics on Musixmatch
Так мало тут тебе,Друга Ріка,"10,494","65,609","['ukrainian', 'synth-rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:31
Три хвилини,Друга Ріка,"10,383","79,174","['ukrainian', 'ukrainian rock', 'great', 'love', 'ukrainian', 'pop-rock', 'rock']",3:44
Вже не сам,Друга Ріка,"8,343","52,538","['ukrainian', 'pop-rock', 'ukrainian music', 'sexy', 'ukrainian', 'pop-rock', 'rock']",3:28
Дотик,Друга Ріка,"8,327","39,084","['ukrainian', 'rock', 'ukrainian', 'pop-rock', 'rock']",4:19
Фурія,Друга Ріка,"5,943","22,438","['pop rock', 'ukraine', 'ukrainian', 'pop-rock', 'rock']",2:44
П'ю з твоїх долонь,Друга Ріка,"5,509","27,927","['ukrainian', 'rock', 'ukrainian', 'pop-rock', 'rock']",4:14
Пропоную мир,Друга Ріка,"5,472","23,902","['rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:35
Відчиняй,Друга Ріка,"4,520","25,923","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:27
Математика,Друга Ріка,"4,328","25,715","['russian', 'ukrainian', 'pop-rock', 'rock']",3:31
Спи до завтра,Друга Ріка,"3,942","22,839","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:26
Впусти мене,Друга Ріка,"3,927","24,200","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:27
Не треба,Друга Ріка,"3,685","12,125","['ukraine', 'likehouston', 'ukrainian', 'pop-rock', 'rock']",4:32
Оксана,Друга Ріка,"3,627","19,603","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:03
Космоzoo,Друга Ріка,"3,210","12,065","['2rika', 'ukrainian', 'pop-rock', 'rock']",4:19
Алло,Друга Ріка,"3,100","17,186","['ukrainian', 'pop-rock', 'ukrainian rock', 'rock', 'ukrainian', 'pop-rock', 'rock']",3:55
Кінець світу,Друга Ріка,"2,782","14,699","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'alternative rock', 'ukrainian', 'pop-rock', 'rock']",4:00
Номер один,Друга Ріка,"2,723","8,257","['alternative', 'piano rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:47
Шансон,Друга Ріка,"2,648","16,211","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:42
Денніч,Друга Ріка,"2,434","13,683","['cosmos', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Там де ти,Друга Ріка,"2,429","13,020","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",5:28
Незнайомка,Друга Ріка,"2,312","10,610","['alternative', 'beautiful', 'romantic', 'love song', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:55
3 хвилини,Друга Ріка,"2,192","10,956","['rock', 'indie', 'pop', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Дискомоdа,Друга Ріка,"2,168","8,168","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'alternative rock', 'ukrainian', 'pop-rock', 'rock']",3:36
Секрет,Друга Ріка,"2,063","13,543","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:41
Я чую тебе тут,Друга Ріка,"2,059","9,403","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:46
Не йди,Друга Ріка,"2,011","9,083","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:13
Секс на драйв,Друга Ріка,"1,940","8,795","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:49
Новий день,Друга Ріка,"1,899","8,298","['pop-rock', 'beautiful', 'ukrainian', 'reasons to get up in the morning', 'druga rika', 'ukrainian', 'pop-rock', 'rock']",4:16
Падали,Друга Ріка,"1,889","8,967","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:56
Мікрофони,Друга Ріка,"1,857","8,644","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'alternative rock', 'ukrainian', 'pop-rock', 'rock']",3:37
П`ю з твоїх долонь,Друга Ріка,"1,853","12,313","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Я полечу,Друга Ріка,"1,852","4,916","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Твої слова,Друга Ріка,"1,794","8,338","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:16
Сам собі острів,Друга Ріка,"1,766","10,192","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:12
Деннiч,Друга Ріка,"1,724","9,092","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Нічий,Друга Ріка,"1,635","6,681","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:03
Шоу,Друга Ріка,"1,603","7,215","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:07
За що,Друга Ріка,"1,592","7,761","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:47
Я полечу...,Друга Ріка,"1,542","7,455","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Я є,Друга Ріка,"1,443","5,969","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:41
Вiдчиняй,Друга Ріка,"1,388","7,083","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Я чую,Друга Ріка,"1,378","6,270","['rock', 'depressive', 'ukrainian', 'war', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:08
Радіохіт,Друга Ріка,"1,378","5,430","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:14
Сни,Друга Ріка,"1,280","5,542","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:16
Інколи,Друга Ріка,"1,279","5,831","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:13
Чого же ти ждеш,Друга Ріка,"1,269","5,610","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:09
Мені так мало тут тебе...,Друга Ріка,"1,233","4,106","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Це love-fun,Друга Ріка,"1,227","4,946","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:01
Космоzоо,Друга Ріка,"1,143","6,993","['ukrainian', 'pop rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Париж,Друга Ріка,"1,130","4,911","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
П’ю з твоїх долонь,Друга Ріка,"1,067","4,381","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Догоним! доженемо!,Друга Ріка,"1,046","5,817","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Доки я не пішов,Друга Ріка,"1,022","5,120","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:34
000 т.б.,Друга Ріка,"1,013","5,368","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:19
Знаєш,Друга Ріка,981,"3,659","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:54
Світ на різних берегах,Друга Ріка,976,"8,310","['ukrainian', 'ukrainian rock', 'male vokalists', 'ukrainian', 'pop-rock', 'rock']",4:38
Пробач (все мине),Друга Ріка,931,"4,225","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:31
Intro,Друга Ріка,926,"3,126","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",2:03
"О, будь...",Друга Ріка,925,"4,789","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Засинай,Друга Ріка,890,"3,666","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:33
математика electro,Друга Ріка,879,"3,474","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:03
Назавжди,Друга Ріка,867,"3,478","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Ти зі мною (я здаюсь!),Друга Ріка,842,"3,852","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:50
"Вічна, жива",Друга Ріка,826,"3,736","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:56
Тільки любов,Друга Ріка,824,"3,864","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:26
Монстр,Друга Ріка,813,"4,861","['ukrainian', 'rock', 'druga rika', '2016', 'ukrainian', 'pop-rock', 'rock']",3:46
За три хвилини,Друга Ріка,773,"2,342","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Номер один !,Друга Ріка,769,"3,448","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Ти зі мною я здаюсь,Друга Ріка,768,"2,890","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Метро,Друга Ріка,764,"2,842","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:02
Ти є я,Друга Ріка,752,"4,493","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:47
Сам собi острiв,Друга Ріка,751,"3,804","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Зазнайко,Друга Ріка,748,"2,888","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",2:56
"Там, де ти",Друга Ріка,693,"2,639","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Пробач,Друга Ріка,676,"4,266","['ukrainian', 'pop-rock', 'want to see live', '10s', 'druga rika', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Париж (дай мені вогню),Друга Ріка,668,"4,039","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:01
"Вiчна, жива",Друга Ріка,667,"2,779","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
SUPERNATION,Друга Ріка,663,"2,722","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:56
День і ніч,Друга Ріка,651,"2,287","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
День ніч,Друга Ріка,647,"4,003","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Фурiя,Друга Ріка,623,"2,900","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
О'будь...,Друга Ріка,589,"2,717","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Ангел,Друга Ріка,587,"3,124","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:23
Stop,Друга Ріка,571,"2,625","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:48
Hello My Friend,Друга Ріка,565,"2,116","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:04
Кiнець світу,Друга Ріка,563,"2,126","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Ти зі мною? Я здаюсь!,Друга Ріка,450,"3,160","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Знаеш,Друга Ріка,540,"1,932","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Лиш вона,Друга Ріка,534,"2,137","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Temademo,Друга Ріка,526,"1,818","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:34
Три хвилини(акустика),Друга Ріка,513,"2,246","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Т.б.,Друга Ріка,505,"2,029","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Назавжди (нанамана),Друга Ріка,492,"2,266","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",3:02
Мені так мало тут тебе,Друга Ріка,466,"2,299","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Ти зі мною,Друга Ріка,450,"3,160","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Hello my friend (eng),Друга Ріка,436,"1,339","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:00
П'ю з твоїх,Друга Ріка,430,"1,687","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Не моя земля,Друга Ріка,428,"1,693","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",4:01
"Хто, якщо не ти?",Друга Ріка,381,"1,207","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Сьомий День,Друга Ріка,425,"2,669","['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukrainian', 'pop-rock', 'rock']",Add lyrics on Musixmatch
Лети,Vivienne Mort,"7,997","72,256","['alternative rock', 'ukrainian', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",2:54
Персефона,Vivienne Mort,"5,251","32,973","['ukrainian', 'alternative rock', 'experimental', 'ukr', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",4:02
Сліди маленьких рук,Vivienne Mort,"4,494","32,220","['alternative rock', 'female vocalists', 'piano rock', 'ua', 'ukrainian', 'alternative rock', 'experimental']",Add lyrics on Musixmatch
Пташечка,Vivienne Mort,"4,365","32,299","['pop', 'indie', 'alternative rock', 'piano', 'ukrainian', 'alternative rock', 'experimental']",4:12
Г.Г.П.Т.К.Н.,Vivienne Mort,"3,968","25,738","['ukrainian', 'alternative rock', 'experimental', 'female vocalists', 'psychedelic', 'ukrainian', 'alternative rock', 'experimental']",4:21
Час,Vivienne Mort,"3,627","30,032","['ukrainian', 'alternative rock', 'piano', 'experimental', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",3:20
Іній,Vivienne Mort,"3,274","24,113","['ukrainian', 'female vocalists', 'vidbir 2017', 'ukrainian', 'alternative rock', 'experimental']",3:30
Голубка,Vivienne Mort,"3,122","22,148","['ukrainian', 'ukrainian', 'alternative rock', 'experimental']",4:32
Готика,Vivienne Mort,"2,783","16,307","['ukrainian', 'alternative rock', 'experimental', 'ukr', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",3:43
Думаю про тебе,Vivienne Mort,"2,528","17,997","['ukrainian', 'alternative rock', 'piano', 'experimental', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",3:02
Ти забув про мене,Vivienne Mort,"2,239","12,528","['ukrainian', 'alternative rock', 'experimental', 'female vocalists', 'psychedelic', 'ukrainian', 'alternative rock', 'experimental']",3:50
Риба,Vivienne Mort,"2,060","13,314","['ukrainian', 'alternative rock', 'experimental', 'ukr', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",3:13
Остання роль,Vivienne Mort,"1,994","11,667","['ukrainian', 'alternative rock', 'experimental', 'female vocalists', 'psychedelic', 'ukrainian', 'alternative rock', 'experimental']",3:15
Камінсорі,Vivienne Mort,"1,945","11,713","['ukrainian', 'alternative rock', 'experimental', 'female vocalists', 'psychedelic', 'ukrainian', 'alternative rock', 'experimental']",4:46
Твоя,Vivienne Mort,"1,869","11,028","['ukrainian', 'alternative rock', 'female vocalists', 'experimental', 'indie rock', 'ukrainian', 'alternative rock', 'experimental']",3:43
"Перейди, місяцю!",Vivienne Mort,"1,812","8,570","['folk', 'nu jazz', 'chillout', 'chill out', 'ukrainian', 'alternative rock', 'experimental']",2:23
Вестерн,Vivienne Mort,"1,803","11,836","['ukrainian', 'alternative rock', 'piano', 'experimental', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",3:49
Грушечка,Vivienne Mort,"1,641","10,712","['ukrainian', 'folk', 'traditional', 'ukrainian', 'alternative rock', 'experimental']",Add lyrics on Musixmatch
Ірен,Vivienne Mort,"1,603","8,808","['ukrainian', 'alternative rock', 'experimental', 'female vocalists', 'psychedelic', 'ukrainian', 'alternative rock', 'experimental']",3:37
Іній,Vivienne Mort,"1,599","8,629","['ukrainian', 'alternative rock', 'experimental', 'female vocalists', 'psychedelic', 'ukrainian', 'alternative rock', 'experimental']",Add lyrics on Musixmatch
Змія,Vivienne Mort,"1,558","10,335","['ukrainian', 'alternative rock', 'piano', 'experimental', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",4:52
Маріула,Vivienne Mort,"1,530","8,350","['ukrainian', 'alternative rock', 'experimental', 'ukr', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",4:31
Екран,Vivienne Mort,"1,517","7,304","['ukrainian', 'alternative rock', 'piano', 'experimental', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",1:08
колискова,Vivienne Mort,"1,517","8,212","['ukrainian', 'ukrainian', 'alternative rock', 'experimental']",3:47
Випустити з лап,Vivienne Mort,"1,512","8,956","['ukrainian', 'alternative rock', 'piano', 'experimental', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",4:11
Любов,Vivienne Mort,"1,434","9,352","['ukrainian', 'alternative rock', 'experimental', 'female vocalists', 'psychedelic', 'ukrainian', 'alternative rock', 'experimental']",3:41
Університет,Vivienne Mort,"1,430","7,774","['ukrainian', 'alternative rock', 'experimental', 'ukr', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",2:53
Темно,Vivienne Mort,"1,420","7,816","['ukrainian', 'alternative rock', 'experimental', 'female vocalists', 'psychedelic', 'ukrainian', 'alternative rock', 'experimental']",3:55
Вечір,Vivienne Mort,"1,337","5,755","['ukrainian', 'alternative rock', 'experimental', 'female vocalists', 'psychedelic', 'ukrainian', 'alternative rock', 'experimental']",5:06
Досвід,Vivienne Mort,"1,311","6,913","['ukrainian', 'alternative rock', 'piano', 'experimental', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",2:37
Зірочка,Vivienne Mort,"1,289","6,709","['ukrainian', 'ukrainian folk', 'little starle', 'le petit etoile', 'ukrainian', 'alternative rock', 'experimental']",2:56
Хто це тут,Vivienne Mort,"1,230","7,009","['ukrainian', 'ukraine', 'ukrainian rock', 'ukrainian lyrics', 'ukrainian', 'alternative rock', 'experimental']",3:05
Гало,Vivienne Mort,"1,178","6,542","['ukrainian', 'alternative rock', 'piano', 'experimental', 'female vocalists', 'ukrainian', 'alternative rock', 'experimental']",3:59
ггпткн,Vivienne Mort,"1,169","7,249","['ukrainian', 'alternative rock', 'experimental', 'female vocalists', 'psychedelic', 'ukrainian', 'alternative rock', 'experimental']",Add lyrics on Musixmatch
