title,artist,title_listeners,title_scrobbles,title_tags,title_duration
Message (www.primemusic.ru),Dazzle Dreams,15,61,"['ukrainian', 'electronic', 'electropop', 'ambient', 'ukrainian', 'electronic', 'electropop']",Add lyrics on Musixmatch
Diva Maria,Dazzle Dreams,15,26,"['ukrainian', 'electronic', 'electropop', 'ambient', 'ukrainian', 'electronic', 'electropop']",Add lyrics on Musixmatch
Hochetsya Virity,Dazzle Dreams,14,58,"['ukrainian', 'electronic', 'electropop', 'ambient', 'ukrainian', 'electronic', 'electropop']",Add lyrics on Musixmatch
Shock Your Mind  [www.dazzle.org.ua],Dazzle Dreams,14,64,"['ukrainian', 'electronic', 'electropop', 'ambient', 'ukrainian', 'electronic', 'electropop']",Add lyrics on Musixmatch
Shock you mind,Dazzle Dreams,14,57,"['ukrainian', 'electronic', 'electropop', 'ambient', 'ukrainian', 'electronic', 'electropop']",Add lyrics on Musixmatch
D.Dreams,Dazzle Dreams,14,34,"['ukrainian', 'electronic', 'electropop', 'ambient', 'ukrainian', 'electronic', 'electropop']",Add lyrics on Musixmatch
Chomu?,Dazzle Dreams,1,2,"['ukrainian', 'electronic', 'electropop', 'ambient', 'synth pop', 'ukrainian', 'electronic', 'electropop']",Add lyrics on Musixmatch
Blinfold,Dazzle Dreams,13,51,"['ukrainian', 'electronic', 'electropop', 'ambient', 'ukrainian', 'electronic', 'electropop']",Add lyrics on Musixmatch
Натаха,Сергій Жадан Та Собаки В Космосі,757,"5,083","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Воєнкомат,Сергій Жадан Та Собаки В Космосі,757,"3,845","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Зброя пролетаріату,Сергій Жадан Та Собаки В Космосі,712,"4,611","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",3:16
Мудаки,Сергій Жадан Та Собаки В Космосі,680,"3,807","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",4:26
Радіо Харків,Сергій Жадан Та Собаки В Космосі,622,"4,915","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",2:22
Жінка,Сергій Жадан Та Собаки В Космосі,593,"5,152","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",2:54
Ляшко,Сергій Жадан Та Собаки В Космосі,590,"3,476","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",3:10
Боксери,Сергій Жадан Та Собаки В Космосі,585,"3,419","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Торчок,Сергій Жадан Та Собаки В Космосі,563,"3,322","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Звонімір Бобан,Сергій Жадан Та Собаки В Космосі,540,"3,463","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Берці,Сергій Жадан Та Собаки В Космосі,444,"3,294","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",2:36
С*ка-бл*дь,Сергій Жадан Та Собаки В Космосі,436,"2,600","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Жмур,Сергій Жадан Та Собаки В Космосі,394,"1,848","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Завод Шевченка,Сергій Жадан Та Собаки В Космосі,378,"2,344","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",1:55
Галя,Сергій Жадан Та Собаки В Космосі,347,"1,269","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Instagram (Нова машина мера),Сергій Жадан Та Собаки В Космосі,338,"2,592","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",3:36
Триста китайців,Сергій Жадан Та Собаки В Космосі,334,"2,625","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",4:59
Бийся за неї,Сергій Жадан Та Собаки В Космосі,316,"2,261","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",4:14
Два портвейна (RHCP Cover),Сергій Жадан Та Собаки В Космосі,302,"1,698","['ska', 'ukrainian', 'punk', 'ska']",3:09
Comon Man,Сергій Жадан Та Собаки В Космосі,271,"1,909","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",4:01
Intro,Сергій Жадан Та Собаки В Космосі,250,"1,989","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",1:41
Країна,Сергій Жадан Та Собаки В Космосі,244,"1,678","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",3:34
300 китайців,Сергій Жадан Та Собаки В Космосі,239,"1,275","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Інтро,Сергій Жадан Та Собаки В Космосі,195,"1,308","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",1:48
Два портвейна,Сергій Жадан Та Собаки В Космосі,194,872,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Бюджет,Сергій Жадан Та Собаки В Космосі,168,"1,412","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",3:36
Завод iм.Шевченка,Сергій Жадан Та Собаки В Космосі,167,810,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Сука блядь,Сергій Жадан Та Собаки В Космосі,152,665,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Марат,Сергій Жадан Та Собаки В Космосі,138,"1,375","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",4:29
Листопад,Сергій Жадан Та Собаки В Космосі,137,"1,045","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",4:28
Камон мен,Сергій Жадан Та Собаки В Космосі,130,635,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Сука-блядь,Сергій Жадан Та Собаки В Космосі,127,433,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
"Come on, man!",Сергій Жадан Та Собаки В Космосі,123,492,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
2 портвейна (RHCP cover),Сергій Жадан Та Собаки В Космосі,114,656,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Mercedes-Benz,Сергій Жадан Та Собаки В Космосі,109,299,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
"Камон, мен",Сергій Жадан Та Собаки В Космосі,107,812,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Безробiтнiй,Сергій Жадан Та Собаки В Космосі,95,"1,002","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Сомалі,Сергій Жадан Та Собаки В Космосі,84,404,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Прощання слов'янки,Сергій Жадан Та Собаки В Космосі,84,220,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Бiлi люди,Сергій Жадан Та Собаки В Космосі,83,614,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",6:10
Бийся,Сергій Жадан Та Собаки В Космосі,72,"1,010","['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Pies,Сергій Жадан Та Собаки В Космосі,70,460,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",2:34
Заїбали,Сергій Жадан Та Собаки В Космосі,69,334,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
сука-бля,Сергій Жадан Та Собаки В Космосі,64,128,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Iнтро,Сергій Жадан Та Собаки В Космосі,60,450,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Сомалi,Сергій Жадан Та Собаки В Космосі,57,557,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",2:55
10 праведників,Сергій Жадан Та Собаки В Космосі,44,395,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",4:05
Instagram (Berlin Style Remix),Сергій Жадан Та Собаки В Космосі,44,335,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",3:05
Ребе,Сергій Жадан Та Собаки В Космосі,32,381,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Люта пісня,Сергій Жадан Та Собаки В Космосі,30,62,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Дерева (Jazzter live),Сергій Жадан Та Собаки В Космосі,27,106,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Рок-музыкант,Сергій Жадан Та Собаки В Космосі,27,86,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Пси,Сергій Жадан Та Собаки В Космосі,25,208,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Instagram,Сергій Жадан Та Собаки В Космосі,24,183,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Нова поліція,Сергій Жадан Та Собаки В Космосі,23,205,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Ракети,Сергій Жадан Та Собаки В Космосі,23,192,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
2 портвейна,Сергій Жадан Та Собаки В Космосі,23,88,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Єрусалим,Сергій Жадан Та Собаки В Космосі,22,209,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Колядка,Сергій Жадан Та Собаки В Космосі,22,37,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Рок-музикант,Сергій Жадан Та Собаки В Космосі,21,255,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Китайці,Сергій Жадан Та Собаки В Космосі,21,38,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Мамона,Сергій Жадан Та Собаки В Космосі,20,188,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
За#бали,Сергій Жадан Та Собаки В Космосі,18,216,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Завод iм. Шевченка,Сергій Жадан Та Собаки В Космосі,15,38,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Instagram (нова машина мера,Сергій Жадан Та Собаки В Космосі,15,31,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Ска,Сергій Жадан Та Собаки В Космосі,15,26,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Mersedes-Benz,Сергій Жадан Та Собаки В Космосі,14,184,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
300 китайцев,Сергій Жадан Та Собаки В Космосі,14,22,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Берці (mix by Vi.An.Se.),Сергій Жадан Та Собаки В Космосі,13,32,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
nova (live),Сергій Жадан Та Собаки В Космосі,12,135,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Бiлi люди(feat. Фоззі ),Сергій Жадан Та Собаки В Космосі,11,169,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Pies (cover),Сергій Жадан Та Собаки В Космосі,11,82,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Білі люди,Сергій Жадан Та Собаки В Космосі,9,115,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Жiнка,Сергій Жадан Та Собаки В Космосі,9,18,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
"Камон, мен (2 бердичівські евреї)",Сергій Жадан Та Собаки В Космосі,8,105,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
час на волю,Сергій Жадан Та Собаки В Космосі,8,34,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Zbroya Proletariatu,Сергій Жадан Та Собаки В Космосі,8,21,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Цитатник,Сергій Жадан Та Собаки В Космосі,8,10,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Безробiтнi,Сергій Жадан Та Собаки В Космосі,7,75,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",3:55
перші дні листопада,Сергій Жадан Та Собаки В Космосі,7,49,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Zavod Shevchenka,Сергій Жадан Та Собаки В Космосі,7,32,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
С*ка-бл*ть,Сергій Жадан Та Собаки В Космосі,7,36,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Zhinka,Сергій Жадан Та Собаки В Космосі,7,24,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Trysta Kitayziv,Сергій Жадан Та Собаки В Космосі,7,20,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Berzi,Сергій Жадан Та Собаки В Космосі,7,19,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
300 Китайцiв,Сергій Жадан Та Собаки В Космосі,6,47,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Українська залізниця,Сергій Жадан Та Собаки В Космосі,6,20,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Radio Kharkiv,Сергій Жадан Та Собаки В Космосі,6,22,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Dva Portveina(RHCP Cover),Сергій Жадан Та Собаки В Космосі,6,22,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Lyashko,Сергій Жадан Та Собаки В Космосі,6,19,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Mudaki,Сергій Жадан Та Собаки В Космосі,6,18,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
"жінка з чорним, як земля, волоссям..",Сергій Жадан Та Собаки В Космосі,6,17,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Хвилинку,Сергій Жадан Та Собаки В Космосі,6,14,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Сучасне мистецтво,Сергій Жадан Та Собаки В Космосі,6,12,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Званімір Бобан,Сергій Жадан Та Собаки В Космосі,6,9,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Безробітні,Сергій Жадан Та Собаки В Космосі,5,52,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Нова,Сергій Жадан Та Собаки В Космосі,5,33,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Інстаграм,Сергій Жадан Та Собаки В Космосі,5,14,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Дебілів в армію не беруть,Сергій Жадан Та Собаки В Космосі,5,8,"['ukrainian', 'punk', 'ska', 'poetry', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Заї*али,Сергій Жадан Та Собаки В Космосі,5,8,"['ukrainian', 'punk', 'ska', 'poetry', 'rock', 'ukrainian', 'punk', 'ska']",Add lyrics on Musixmatch
Stefania (Kalush Orchestra),KALUSH,"87,761","1,066,420","['rap', 'folk', 'ukrainian', 'eurovision', 'eurovision 2022', 'ukrainian', 'rap', 'hip-hop']",3:00
Додому (feat. Skofka),KALUSH,"9,175","77,198","['pop', 'ukrainian', 'rap', 'hip-hop']",3:36
Калуські вечорниці (feat. Tember Blanche),KALUSH,"7,394","61,796","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:00
Гори (Gory),KALUSH,"7,241","47,316","['rap', 'pop rap', 'nfs', '2019', 'ukrainian', 'rap', 'hip-hop']",3:04
Зорi,KALUSH,"6,000","44,853","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:20
In The Shadows Of Ukraine (feat. The Rasmus),KALUSH,"5,948","39,688","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:01
Файна (feat. Skofka),KALUSH,"5,627","36,301","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:36
Nasze Domy (feat. Szpaku),KALUSH,"4,979","45,996","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
Хвилi (feat. Jerry Heil),KALUSH,"3,733","26,104","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:01
Тіпок,KALUSH,"3,281","28,061","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:46
Таксі,KALUSH,"3,015","16,863","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:19
"Сонячна (feat. Сальто Назад, Skofka)",KALUSH,"2,874","16,117","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:13
Давай начистоту (feat. Skofka),KALUSH,"2,805","19,440","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:11
Changes,KALUSH,"2,418","17,647","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:55
Góry,KALUSH,"2,404","11,835","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:35
Стіни,KALUSH,"2,323","12,567","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:42
Штомбер Вомбер (Kalush Orchestra),KALUSH,"2,175","12,778","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:03
Не маринуй,KALUSH,"2,044","11,562","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:24
Не напрягайся (feat. Skofka),KALUSH,"1,949","9,664","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:00
Тiпок (Tipok),KALUSH,"1,886","14,784","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:46
Otaman (feat. Skofka),KALUSH,"1,829","9,874","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:06
Маяком (feat. Skofka),KALUSH,"1,735","8,903","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:51
Не забуду,KALUSH,"1,685","7,862","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:24
Ти гониш,KALUSH,"1,497","9,164","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:09
Гори (feat. alyona alyona),KALUSH,"1,362","7,772","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:04
Вода (feat. alyona alyona),KALUSH,"1,337","5,588","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:22
Shchedrivka - Spotify Singles Holiday,KALUSH,"1,296","5,231","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:17
Ty Gonysh,KALUSH,"1,233","6,641","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:09
В тренді пафос (Pafos),KALUSH,"1,230","5,951","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:31
Мости,KALUSH,"1,183","6,314","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:30
Мала в 19,KALUSH,"1,108","5,691","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:51
Пацани бурі,KALUSH,"1,031","4,460","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:02
Начистоту v.1 (feat. Skofka),KALUSH,"1,004","4,385","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
Пірнаю (feat. Станіславська),KALUSH,979,"3,710","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:59
Таких як я (Takyh Yak Ya),KALUSH,961,"3,851","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:29
Тіпок (Tipok),KALUSH,958,"5,399","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:46
Кент,KALUSH,914,"4,029","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:58
Вірус (Virus),KALUSH,908,"3,331","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:32
Дивна (feat. DYKTOR),KALUSH,846,"3,884","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:51
Вайб,KALUSH,827,"3,479","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:21
Халепа (feat. ЮЮ),KALUSH,809,"3,036","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:31
Хата з краю,KALUSH,774,"3,637","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:30
Dodomu (feat. Skofka),KALUSH,773,"3,708","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
Ти мала не думала (feat. PAUCHEK),KALUSH,734,"3,677","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:16
Останній раз,KALUSH,733,"2,895","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
BIMBO,KALUSH,728,"1,965","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:36
До берега йду,KALUSH,708,"3,355","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:57
Zori,KALUSH,704,"4,618","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:20
Порятуй,KALUSH,691,"3,175","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:36
Lalala,KALUSH,671,"3,470","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",3:10
ХМАРИ (feat. Leo Mantis),KALUSH,654,"2,469","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:52
А ти знала,KALUSH,618,"1,945","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:35
Розбуди мене,KALUSH,614,"2,317","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
Кент (Kent),KALUSH,579,"2,359","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",2:58
Хтось знов,KALUSH,514,"2,178","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
Десятка,KALUSH,498,"1,316","['ukrainian', 'rap', 'hip-hop', 'ukraine', 'ukrainian', 'rap', 'hip-hop']",Add lyrics on Musixmatch
