title,artist,spotify_artist,track_id,artist_id,duration_ms,track_popularity,album_id,album_name,album_release_date,total_tracks
Susy,Океан Ельзи,Okean Elzy,1ZjwFvTCL5lXikyYzSXEZh,6NTzEgUmN1PIBIYEHhf1kS,240270,30,0fvbAfSSON5joBFSgnLlMN,Суперсиметрія,2003-03-12,11
Мене,Океан Ельзи,Okean Elzy,0lDKGWrGcjs4c7HRyGRMIW,6NTzEgUmN1PIBIYEHhf1kS,234797,45,00per2vZDehu1QJCRVI8Z6,#Без тебе мене нема,2021-02-12,1
Відчуваю,Океан Ельзи,Okean Elzy,6kdk6B3ZXomfG9xKwhbSXZ,6NTzEgUmN1PIBIYEHhf1kS,256056,34,53GqKgF0wipcbZsacXJTMR,Gloria,2005,12
Поясни,Океан Ельзи,Okean Elzy,4GxOOUkIJKPNHA60DylszX,6NTzEgUmN1PIBIYEHhf1kS,219696,21,6G88Fi3Xa2MGwUTjuS23oh,Янанебібув,2000-02-21,11
Незалежність,Океан Ельзи,Okean Elzy,2WuTkxIxWFVOsHpxQSdugZ,6NTzEgUmN1PIBIYEHhf1kS,196461,30,0KS4481ykVKBbjIsxlvyyN,Земля,2013-05-15,12
Стіна,Океан Ельзи,Okean Elzy,7tixl59du0r0gVKbj6JRPZ,6NTzEgUmN1PIBIYEHhf1kS,207731,30,0KS4481ykVKBbjIsxlvyyN,Земля,2013-05-15,12
З нею,Океан Ельзи,Okean Elzy,3p3lOBXSuBoQEE1Vll2atG,6NTzEgUmN1PIBIYEHhf1kS,297847,26,0KS4481ykVKBbjIsxlvyyN,Земля,2013-05-15,12
Dolce vita,Океан Ельзи,Okean Elzy,55XBB8ee5tl0XCreBMLbRO,6NTzEgUmN1PIBIYEHhf1kS,320708,19,54pBp6QcdpNiYS1yyauiq8,Dolce vita,2010-03-10,14
Пташка,Океан Ельзи,Okean Elzy,6FVF4frxxv8hFLYgRqyS3d,6NTzEgUmN1PIBIYEHhf1kS,163603,15,2b7HCIhX7UzMknqHPMXTX9,Міра,2007-04-25,12
Зелені очі,Океан Ельзи,Okean Elzy,06WFJbnUcEJCVAr71GVMl3,6NTzEgUmN1PIBIYEHhf1kS,248216,39,2b7HCIhX7UzMknqHPMXTX9,Міра,2007-04-25,12
Етюд,Океан Ельзи,Okean Elzy,0PRwFEiFhiQU3zKX91gKlt,6NTzEgUmN1PIBIYEHhf1kS,141550,23,6G88Fi3Xa2MGwUTjuS23oh,Янанебібув,2000-02-21,11
Не можу без тебе,Океан Ельзи,Okean Elzy,7LoWERY096JImNeqijnHCB,6NTzEgUmN1PIBIYEHhf1kS,155203,17,2b7HCIhX7UzMknqHPMXTX9,Міра,2007-04-25,12
Йду на дно,Океан Ельзи,Okean Elzy,1NvQo0RuzF4AfcYwqg0DrH,6NTzEgUmN1PIBIYEHhf1kS,218950,16,2R1cAgOVZUXkBux5iLiYUJ,"Там, де нас нема",1998-09-14,15
З тобою,Океан Ельзи,Okean Elzy,41lCJIrRKA0IWFxs5XlE24,6NTzEgUmN1PIBIYEHhf1kS,185283,23,54pBp6QcdpNiYS1yyauiq8,Dolce vita,2010-03-10,14
Ти і я,Океан Ельзи,Okean Elzy,3k8u9pEaSA2hJBTlHGJt9x,6NTzEgUmN1PIBIYEHhf1kS,209696,18,53GqKgF0wipcbZsacXJTMR,Gloria,2005,12
Ніколи,Океан Ельзи,Okean Elzy,7Bz3CO5CyU4GAPke4UNPhc,6NTzEgUmN1PIBIYEHhf1kS,270119,57,2oGVobQJgAXMDJ5pl79iuo,Той день,2024-09-20,12
Не твоя війна,Океан Ельзи,Okean Elzy,0H2ZDRzULQ8tIUvxUuTlqF,6NTzEgUmN1PIBIYEHhf1kS,266976,46,0CJXPSTdfOe8LEKkWAV6Kt,Без меж,2016-05-19,11
Онлайн,Океан Ельзи,Okean Elzy,6woPNrZ125lelbZytKXY4C,6NTzEgUmN1PIBIYEHhf1kS,232972,24,54pBp6QcdpNiYS1yyauiq8,Dolce vita,2010-03-10,14
SHUM,Go_A,Go_A,29bhnde7Gvnp7rvY9zsq5S,4kvCU3MzggM2piZCqvxj0x,172675,61,5PHaqajzAEUhRPjwFYqjSx,SHUM,2021-08-04,1
Solovey,Go_A,Go_A,2GfDHCfAaKLBLrLESzgnwE,4kvCU3MzggM2piZCqvxj0x,176959,47,58jDHr7c1SRlxmt0h0bEBL,Solovey,2020-03-07,2
Шум,Go_A,Go_A,4P6g27LvaQ4GIF8sxn2grB,4kvCU3MzggM2piZCqvxj0x,238512,48,4J5kVOPB7MYswwmiciUr3C,Шум,2021-01-22,1
Веснянка,Go_A,Go_A,4tBsCNIqcX0KgHSdn0aeal,4kvCU3MzggM2piZCqvxj0x,253407,38,0rZDKDmMcweiFIHsc2r7yl,#Ідиназвук,2021-01-13,10
Kalyna,Go_A,Go_A,4l2cybnuXksxxKzCCSDPfV,4kvCU3MzggM2piZCqvxj0x,186346,44,6CSrVf4Pqc4t7XQGyC3RAt,Kalyna,2022-03-18,1
Жальменiна,Go_A,Go_A,4WDasHtnmPeZr17S2OvFKH,4kvCU3MzggM2piZCqvxj0x,223986,41,0rZDKDmMcweiFIHsc2r7yl,#Ідиназвук,2021-01-13,10
Рано-раненько,Go_A,Go_A,5W5JeZwZxK3kN9U19nkqam,4kvCU3MzggM2piZCqvxj0x,249374,37,01PatLOrWUaQLFyl4T3ULU,Рано-раненько,2021-01-13,2
Сонце,Go_A,Go_A,6oK4N7ih6fDcRgrMLBBAEQ,4kvCU3MzggM2piZCqvxj0x,338665,32,0rZDKDmMcweiFIHsc2r7yl,#Ідиназвук,2021-01-13,10
Кольоровими фарбами,Go_A,Go_A,2nldnxZycK6ueqaGDyOvdH,4kvCU3MzggM2piZCqvxj0x,330000,30,0rZDKDmMcweiFIHsc2r7yl,#Ідиназвук,2021-01-13,10
Rusalochki,Go_A,Go_A,6WeqrRcqYXqSK7j6Fxb2WS,4kvCU3MzggM2piZCqvxj0x,198614,44,3AOGSJXXtLWl3L9xqcfbll,Rusalochki,2023-06-15,1
Вогнi,Go_A,Go_A,2GsSFi0Npj4tB6tmv16YVR,4kvCU3MzggM2piZCqvxj0x,278555,27,0rZDKDmMcweiFIHsc2r7yl,#Ідиназвук,2021-01-13,10
Небо в долонях,Go_A,Go_A,6dZa7WWthIvqSImEYkzmX9,4kvCU3MzggM2piZCqvxj0x,285663,27,0rZDKDmMcweiFIHsc2r7yl,#Ідиназвук,2021-01-13,10
Намалюй,Go_A,Go_A,2CNVv3saG9eYRIEWpQ6hHW,4kvCU3MzggM2piZCqvxj0x,218063,24,0rZDKDmMcweiFIHsc2r7yl,#Ідиназвук,2021-01-13,10
SHUM - Dj NANA Remix,Go_A,Go_A,3V1JoeWF11j7snGBOFXV1t,4kvCU3MzggM2piZCqvxj0x,152741,26,2FuvsZvyTFU7RWP18RTcG9,SHUM (Dj NANA Remix),2021-05-07,1
Добрим людям на здоров’я,Go_A,Go_A,3sdmwSj6beCiBtwzwlunJh,4kvCU3MzggM2piZCqvxj0x,205276,20,0DszPkUIci4y4IsmWKZpTf,КОЛЯДКИ,2021-12-24,13
Dumala,Go_A,Go_A,26Qxdm1EqvZDl1E3CiGmXc,4kvCU3MzggM2piZCqvxj0x,190846,38,6Lf9F571KZeygRymtAqoml,Dumala,2023-11-23,2
Shum - Billx remix,Go_A,Go_A,0DMAN8mc0WDTicrzpCNvKz,4kvCU3MzggM2piZCqvxj0x,264116,33,4ufEY0vXf3bbKz3zh8zi3v,Shum (Billx remix),2021-09-24,1
Iди на звук,Go_A,Go_A,42s7zeSV8sS16dIOO2hGGc,4kvCU3MzggM2piZCqvxj0x,295931,20,0rZDKDmMcweiFIHsc2r7yl,#Ідиназвук,2021-01-13,10
Krip,Go_A,Go_A,6NG6o14RcsmSDOBNChuVZZ,4kvCU3MzggM2piZCqvxj0x,212523,37,0tKiItRGQeBOsaN2ir3vJy,Krip,2024-04-24,2
Повернись,Go_A,Go_A,2EyS4G6wxuS17lYu7WpeIU,4kvCU3MzggM2piZCqvxj0x,234564,19,0rZDKDmMcweiFIHsc2r7yl,#Ідиназвук,2021-01-13,10
Намалюй - Акустична Версія,Go_A,Go_A,5rVRZD398Bsrp9JZSgUAEL,4kvCU3MzggM2piZCqvxj0x,184000,18,0rZDKDmMcweiFIHsc2r7yl,#Ідиназвук,2021-01-13,10
Шум - Radio Edit,Go_A,Go_A,4xFcQECjYrPzsAaoP2xMrc,4kvCU3MzggM2piZCqvxj0x,182555,34,6b8Z9vYA4Q6bTzdGfhf7wQ,Шум (Radio Edit),2021-04-02,1
Рано-раненько - Радіо Версія,Go_A,Go_A,5euuXv3DUMDLN0skjJDmzc,4kvCU3MzggM2piZCqvxj0x,174374,18,01PatLOrWUaQLFyl4T3ULU,Рано-раненько,2021-01-13,2
Krip - Instrumental,Go_A,Go_A,6j9uI9BBEnt92xsaIQWCzp,4kvCU3MzggM2piZCqvxj0x,212523,20,0tKiItRGQeBOsaN2ir3vJy,Krip,2024-04-24,2
Vesnjanka,Go_A,Go-A,0oGHSEIUS9eWVCGxJ1mwQK,0gy5CrSPrOW5DjAFOgI8rM,314967,1,2LghE71e3u8IueEVHeeccn,"Club Pressure - The Progressive and Clubsound Collection, Vol. 22",2017-05-24,17
Viola,Go_A,Fleshgod Apocalypse,71lK2GJzwUVThQuOGKTHSE,5ctFffJBdJe8PZL7W7NeML,258866,43,6X7cjb463ozDJIVeWnS4Lq,Agony,2011-08-19,11
Та4то,Бумбокс,Boombox,6ENKfKUj6bRvhdXE2KRKMz,2c3PFZtun8HemDbDfRPV6G,209200,54,6hg1fAYerLMlkhNqKxqXqu,Тримай,2007,7
Хоттабыч,Бумбокс,Boombox,0d2KY56hf7nrqa63kYBCWd,2c3PFZtun8HemDbDfRPV6G,276173,48,3m2nS5L5E0DGr4yQDukEEY,Family бізнес,2006,11
Наодинці,Бумбокс,Boombox,4EtvsUNzzRyb1VF6LbTsLu,2c3PFZtun8HemDbDfRPV6G,258333,50,6ljAUxnJMaGxHRUCtp28k4,III,2008,11
Ким ми були,Бумбокс,Boombox,2Ku2hJM5dHbdu19zXKZnsb,2c3PFZtun8HemDbDfRPV6G,218533,51,3m2nS5L5E0DGr4yQDukEEY,Family бізнес,2006,11
Тримай,Бумбокс,Boombox,2sJ3PlaK5yawh0NdQrygVG,2c3PFZtun8HemDbDfRPV6G,274018,43,2v1n6Xt8mzzORxb4LYz3JZ,Таємний код Рубікон Частина 1,2019-09-12,7
Happy End,Бумбокс,Boombox,1u8J07m9FarLmWXro63ZVf,2c3PFZtun8HemDbDfRPV6G,200986,38,3m2nS5L5E0DGr4yQDukEEY,Family бізнес,2006,11
E-Mail,Бумбокс,Boombox,36rd3UJSq2fXMGXgy8CpcA,2c3PFZtun8HemDbDfRPV6G,214413,39,4ANn5hyD34qMURubbqJTju,Меломанія,2005-03-01,13
Королева,Бумбокс,Boombox,3p6aZiot849Yxl3g4ZuSxr,2c3PFZtun8HemDbDfRPV6G,202706,28,3m2nS5L5E0DGr4yQDukEEY,Family бізнес,2006,11
Одна,Бумбокс,Boombox,07k8ZHU1hlHLuX9jdAcP0z,2c3PFZtun8HemDbDfRPV6G,271960,42,4ANn5hyD34qMURubbqJTju,Меломанія,2005-03-01,13
День,Бумбокс,Boombox,6fnkThEi1bxnwJHgUZmLXA,2c3PFZtun8HemDbDfRPV6G,280533,34,4ANn5hyD34qMURubbqJTju,Меломанія,2005-03-01,13
Стяги на стяги,Бумбокс,Boombox,0zkH5QRYQEwxccuszc2Obi,2c3PFZtun8HemDbDfRPV6G,196146,37,6ljAUxnJMaGxHRUCtp28k4,III,2008,11
Зима,Бумбокс,Boombox,3P6wteYjzE0MBAhl2TPWEH,2c3PFZtun8HemDbDfRPV6G,269760,28,4ANn5hyD34qMURubbqJTju,Меломанія,2005-03-01,13
Бета-каротин,Бумбокс,Boombox,5QxWHUtXKpomYWSIeBlaSa,2c3PFZtun8HemDbDfRPV6G,201226,47,4ANn5hyD34qMURubbqJTju,Меломанія,2005-03-01,13
Поліна,Бумбокс,Boombox,5zW2Gz1XFTilBhH33qYoBs,2c3PFZtun8HemDbDfRPV6G,261320,47,6ljAUxnJMaGxHRUCtp28k4,III,2008,11
Hip-Hop,Бумбокс,Boombox,5pMiXZF5e7TbPIl5qgKk4h,2c3PFZtun8HemDbDfRPV6G,229053,29,3m2nS5L5E0DGr4yQDukEEY,Family бізнес,2006,11
Почути,Бумбокс,Boombox,6z0BlDN1Pmy5M2U6XXlv7z,2c3PFZtun8HemDbDfRPV6G,278066,32,4ANn5hyD34qMURubbqJTju,Меломанія,2005-03-01,13
Супер-пупер,Бумбокс,Boombox,0WYS6mqp0mTQeaqpG73ipL,2c3PFZtun8HemDbDfRPV6G,176053,40,4ANn5hyD34qMURubbqJTju,Меломанія,2005-03-01,13
Зцапала злапала,Бумбокс,Boombox,2dopO0qCoX7qoTbIriIf3q,2c3PFZtun8HemDbDfRPV6G,203493,59,3m2nS5L5E0DGr4yQDukEEY,Family бізнес,2006,11
Концерти,Бумбокс,Boombox,2KPse7cfCfD18ZkUkv15Sr,2c3PFZtun8HemDbDfRPV6G,249653,27,6ljAUxnJMaGxHRUCtp28k4,III,2008,11
Хвилюватися немає причин,Бумбокс,Boombox,1MuDPo2BLE95gAkjvIsleD,2c3PFZtun8HemDbDfRPV6G,281600,45,3m2nS5L5E0DGr4yQDukEEY,Family бізнес,2006,11
Нездара,Бумбокс,Boombox,1bSNAPxETBVS78inFeV4Sb,2c3PFZtun8HemDbDfRPV6G,262773,29,3m2nS5L5E0DGr4yQDukEEY,Family бізнес,2006,11
Рожеві сиропи,Бумбокс,Boombox,0PTqIPBJ4VCBCzFAiZLrl9,2c3PFZtun8HemDbDfRPV6G,195666,31,4ANn5hyD34qMURubbqJTju,Меломанія,2005-03-01,13
Бобік,Бумбокс,Boombox,4eMIOyc3Xil8ouZ5qc7CgY,2c3PFZtun8HemDbDfRPV6G,202066,26,4ANn5hyD34qMURubbqJTju,Меломанія,2005-03-01,13
За буйки,Бумбокс,Boombox,6J0Up5777V17k7OSa0woPE,2c3PFZtun8HemDbDfRPV6G,269840,35,3hwrPeBMyxOGNL5DT8zwfZ,Середній вік,2011,11
Що ти зміг,Бумбокс,Boombox,0lIWkcVpzXqhUZJ3bNFuo1,2c3PFZtun8HemDbDfRPV6G,252600,21,2qyBSPxKHRyp2p5bUmAMWo,Все включено,2010,11
Люди,Бумбокс,Boombox,0JqA8n5VF8GzM36YPyeKPE,2c3PFZtun8HemDbDfRPV6G,292053,51,7wSdv9Qn22uDAiUr8CUm7p,Люди,2016,5
Дитина,Бумбокс,Boombox,5Dx3GRAab8xThtu7ctYNnt,2c3PFZtun8HemDbDfRPV6G,242840,38,05nEukHboyWet4HwwjVqgo,Термінал Б,2013,11
Date With Another Ten,Бумбокс,Boombox,4Fl6V0xLZtyp0gTcv3XDIn,2c3PFZtun8HemDbDfRPV6G,209440,26,4ANn5hyD34qMURubbqJTju,Меломанія,2005-03-01,13
Cash-бабулес,Бумбокс,Boombox,4htz5vGvEPTMHrATYr2aQ2,2c3PFZtun8HemDbDfRPV6G,242440,22,2qyBSPxKHRyp2p5bUmAMWo,Все включено,2010,11
Stones,The Hardkiss,The Hardkiss,44xbcxuVxymUvGDnpisRcc,4IJcztNtY5L7G3qK4yu1qt,227720,35,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Журавлі,The Hardkiss,The Hardkiss,5k3Pm8IWVT1y6FrNOI2dqL,4IJcztNtY5L7G3qK4yu1qt,168922,40,6InMqKXQItEfOy7Fm5kJwy,Залізна ластівка,2018-09-19,17
Organ,The Hardkiss,The Hardkiss,6Axey9z7HFQiZRP29Uazl8,4IJcztNtY5L7G3qK4yu1qt,198750,25,4GEbvE0pZx8OZhIcRMBXiv,Cold Altair,2015-12-09,8
Кобра,The Hardkiss,MONATIK,4lMPvLuYEPzfhH91hmo6SD,6wbEgVlGqWb4I9tbMluu5Q,219653,39,0P7QBH7wy2akCOTYZawXgJ,Жива і не залізна,2021-05-21,10
Helpless,The Hardkiss,The Hardkiss,1FqEO7JfrrBT5FeEuIA8fo,4IJcztNtY5L7G3qK4yu1qt,216982,27,6XFE74h4m1zhPxU20LBGnR,Perfection is a lie,2017-04-07,12
Кораблі,The Hardkiss,The Hardkiss,5fPG5RZbpfIoQrEB71I2Id,4IJcztNtY5L7G3qK4yu1qt,203859,40,6InMqKXQItEfOy7Fm5kJwy,Залізна ластівка,2018-09-19,17
Rain,The Hardkiss,The Hardkiss,6J3Y81ZEAnj7JsGiVutyfd,4IJcztNtY5L7G3qK4yu1qt,207007,26,6XFE74h4m1zhPxU20LBGnR,Perfection is a lie,2017-04-07,12
Коханці,The Hardkiss,The Hardkiss,6iOYc9pEHLwX8LiGYbD9kJ,4IJcztNtY5L7G3qK4yu1qt,241137,37,6InMqKXQItEfOy7Fm5kJwy,Залізна ластівка,2018-09-19,17
Shadows of Time,The Hardkiss,The Hardkiss,3PXzHRaPacREpG63rSGE90,4IJcztNtY5L7G3qK4yu1qt,254542,22,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Прірва,The Hardkiss,The Hardkiss,77TJtIqCqui1KEr2vItwJc,4IJcztNtY5L7G3qK4yu1qt,174960,38,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
October,The Hardkiss,The Hardkiss,6hT5DpAktjtm05GoSwbHQt,4IJcztNtY5L7G3qK4yu1qt,219843,24,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Гора,The Hardkiss,The Hardkiss,7kcDIkKSPbTuyDDjIhXwPP,4IJcztNtY5L7G3qK4yu1qt,236458,32,3BIWCMdDz8208SVq6d1zRR,Гора,2020-04-03,3
"TONY, TALK!",The Hardkiss,The Hardkiss,5rtqxB6rHjGizhZxXzjNI4,4IJcztNtY5L7G3qK4yu1qt,215215,25,4GEbvE0pZx8OZhIcRMBXiv,Cold Altair,2015-12-09,8
Жива,The Hardkiss,The Hardkiss,45Mmml8MvT7KzTl35wvUQO,4IJcztNtY5L7G3qK4yu1qt,244807,34,0P7QBH7wy2akCOTYZawXgJ,Жива і не залізна,2021-05-21,10
Babylon,The Hardkiss,The Hardkiss,7c5TzHSNPZ5xeLNjUN5VhV,4IJcztNtY5L7G3qK4yu1qt,197777,11,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Dance With Me,The Hardkiss,The Hardkiss,3gwigs1smWHzaJx5ueOePC,4IJcztNtY5L7G3qK4yu1qt,174461,12,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Маяк,The Hardkiss,The Hardkiss,73yFhVfJGEuFbLcJlXvysO,4IJcztNtY5L7G3qK4yu1qt,206746,40,6PSB8QBCTsz961PJ0KMLoq,Маяк,2022-11-04,3
Hurricane,The Hardkiss,The Hardkiss,5ygFGd9oBSJTG6XZ7xyv3x,4IJcztNtY5L7G3qK4yu1qt,222857,17,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Мелодія,The Hardkiss,The Hardkiss,0FEYeG4XPSXrns830irCwV,4IJcztNtY5L7G3qK4yu1qt,234487,37,6InMqKXQItEfOy7Fm5kJwy,Залізна ластівка,2018-09-19,17
Антарктида,The Hardkiss,The Hardkiss,2sJh8VZyjuMlyitqZx605z,4IJcztNtY5L7G3qK4yu1qt,238909,29,6XFE74h4m1zhPxU20LBGnR,Perfection is a lie,2017-04-07,12
7 вітрів,The Hardkiss,The Hardkiss,13RJPHAx8wcltekkQUiF9I,4IJcztNtY5L7G3qK4yu1qt,184441,32,0P7QBH7wy2akCOTYZawXgJ,Жива і не залізна,2021-05-21,10
Як ти?,The Hardkiss,The Hardkiss,3EnGSGrwxonKK9Zhp7IYMs,4IJcztNtY5L7G3qK4yu1qt,144000,37,5TDskUuP6Kb9iJAU1SC2LV,Як ти?,2022-04-12,2
Все було так,The Hardkiss,The Hardkiss,5Mexi7Q2Mvqs86FXl1rWHM,4IJcztNtY5L7G3qK4yu1qt,244208,35,0P7QBH7wy2akCOTYZawXgJ,Жива і не залізна,2021-05-21,10
UNDER THE SUN,The Hardkiss,The Hardkiss,1gWGL6a4VeorBalUoEYKZY,4IJcztNtY5L7G3qK4yu1qt,218656,12,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Сестра,The Hardkiss,The Hardkiss,42Qk3UF8mHvsK6F04d7lod,4IJcztNtY5L7G3qK4yu1qt,194049,34,0P7QBH7wy2akCOTYZawXgJ,Жива і не залізна,2021-05-21,10
Part of Me,The Hardkiss,The Hardkiss,0mIs1H8jeH99tFy4PKjgqU,4IJcztNtY5L7G3qK4yu1qt,216323,18,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Strange Moves,The Hardkiss,The Hardkiss,1XXgcXRdw5iPWLClIR1ux0,4IJcztNtY5L7G3qK4yu1qt,191847,23,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
IN LOVE,The Hardkiss,The Hardkiss,3smEREGyButCcRQlitpLOH,4IJcztNtY5L7G3qK4yu1qt,188656,16,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Free Me,The Hardkiss,The Hardkiss,13vIaFHJ7ImEoJmUaVvf9n,4IJcztNtY5L7G3qK4yu1qt,192167,19,6InMqKXQItEfOy7Fm5kJwy,Залізна ластівка,2018-09-19,17
Серце,The Hardkiss,The Hardkiss,21lH8DJltX2tUYO1wriZMb,4IJcztNtY5L7G3qK4yu1qt,171525,31,6InMqKXQItEfOy7Fm5kJwy,Залізна ластівка,2018-09-19,17
Обійми,The Hardkiss,The Hardkiss,0IKH46Dr9JSZUHeolqDk8H,4IJcztNtY5L7G3qK4yu1qt,224194,32,0P7QBH7wy2akCOTYZawXgJ,Жива і не залізна,2021-05-21,10
Doctor Thomases,The Hardkiss,The Hardkiss,4MJmmb7890pvEfkoYonKkO,4IJcztNtY5L7G3qK4yu1qt,247226,16,4GEbvE0pZx8OZhIcRMBXiv,Cold Altair,2015-12-09,8
Japanese Dancer,The Hardkiss,The Hardkiss,0JzIjeUr911FcpJhMzzgqW,4IJcztNtY5L7G3qK4yu1qt,250141,17,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Forever More,The Hardkiss,The Hardkiss,4umvkaFeA8rM8TVY9lsnnY,4IJcztNtY5L7G3qK4yu1qt,227707,20,6InMqKXQItEfOy7Fm5kJwy,Залізна ластівка,2018-09-19,17
"Хто, як не ти",The Hardkiss,The Hardkiss,6uLjCHimr4a5XO0G6FnsQH,4IJcztNtY5L7G3qK4yu1qt,213216,29,6InMqKXQItEfOy7Fm5kJwy,Залізна ластівка,2018-09-19,17
Tell Me Brother,The Hardkiss,The Hardkiss,34sDKmEs8oVtnZR57Jx49Z,4IJcztNtY5L7G3qK4yu1qt,243578,13,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Perfection,The Hardkiss,The Hardkiss,1rzeg3QnOMwS5n1D3LEDrj,4IJcztNtY5L7G3qK4yu1qt,235502,18,6XFE74h4m1zhPxU20LBGnR,Perfection is a lie,2017-04-07,12
Only Once,The Hardkiss,The Hardkiss,6mwiQk5waLFdhrBXE8RcPT,4IJcztNtY5L7G3qK4yu1qt,253935,10,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Два вікна,The Hardkiss,The Hardkiss,3gwHKlGINfCgBwBeEJ101L,4IJcztNtY5L7G3qK4yu1qt,189506,38,09uyLA93UT6CxShEcLz6ZI,Два вікна,2023-03-08,2
Hammer,The Hardkiss,The Hardkiss,3QIVDKDbLs6x4pv7rKlzxN,4IJcztNtY5L7G3qK4yu1qt,247012,22,4GEbvE0pZx8OZhIcRMBXiv,Cold Altair,2015-12-09,8
Altair,The Hardkiss,The Hardkiss,6ZYwkNOpzM7Jn34teqTaad,4IJcztNtY5L7G3qK4yu1qt,247543,11,4GEbvE0pZx8OZhIcRMBXiv,Cold Altair,2015-12-09,8
Little Girl,The Hardkiss,The Hardkiss,3htcNCCc4Y5BE1MHJlCwWX,4IJcztNtY5L7G3qK4yu1qt,261344,12,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
00:00,The Hardkiss,The Hardkiss,48Tr6ecGOdbKKgVNiU7xBU,4IJcztNtY5L7G3qK4yu1qt,256284,26,6InMqKXQItEfOy7Fm5kJwy,Залізна ластівка,2018-09-19,17
Косатка,The Hardkiss,The Hardkiss,6wq5qjS2ZPvYc8ZZh4uqt9,4IJcztNtY5L7G3qK4yu1qt,199637,24,0P7QBH7wy2akCOTYZawXgJ,Жива і не залізна,2021-05-21,10
PIBIP,The Hardkiss,The Hardkiss,0lcrSz7afpYKkMxjYcdba5,4IJcztNtY5L7G3qK4yu1qt,255000,19,6XFE74h4m1zhPxU20LBGnR,Perfection is a lie,2017-04-07,12
Де ти є,The Hardkiss,The Hardkiss,0LzbRyW24XreCQJigKEiD2,4IJcztNtY5L7G3qK4yu1qt,258736,22,6InMqKXQItEfOy7Fm5kJwy,Залізна ластівка,2018-09-19,17
Привіт,The Hardkiss,The Hardkiss,4pyKeMUWrv2hFnqtQJZnxK,4IJcztNtY5L7G3qK4yu1qt,49782,9,6InMqKXQItEfOy7Fm5kJwy,Залізна ластівка,2018-09-19,17
Make Up,The Hardkiss,The Hardkiss,27S5CUY8AXbYvIf6jKGW6w,4IJcztNtY5L7G3qK4yu1qt,180600,37,0BzfIWIjOeTqXYzxOuYdtZ,Stones and honey,2014-10-20,19
Дівчина,The Hardkiss,The Hardkiss,0cBs9rPzG0oCnGYymmLRn1,4IJcztNtY5L7G3qK4yu1qt,179304,26,0P7QBH7wy2akCOTYZawXgJ,Жива і не залізна,2021-05-21,10
Teresa & Maria,alyona alyona,alyona alyona,7n3Czk07KugPQOWuqCHDmF,2ic3GGGmkixOZP4qnakSA8,179473,62,0Q3a4oVaiaVAQeq9WPz5aB,Teresa & Maria,2024-01-11,1
Пушка,alyona alyona,alyona alyona,02JeZIwCxkdiMpU0xLXNgM,2ic3GGGmkixOZP4qnakSA8,197142,21,6gBytf9yoETnf5B8idi7Eq,Пушка,2019-04-08,13
KUPALA,alyona alyona,alyona alyona,2kWuVqpxPnj131Z53vxF98,2ic3GGGmkixOZP4qnakSA8,168320,46,2Thrc9F0LIRpXyGUyUubij,KUPALA,2022-07-06,1
Відчиняй,alyona alyona,alyona alyona,6fhcEIr5FecfUctUKn9hWv,2ic3GGGmkixOZP4qnakSA8,157000,14,6gBytf9yoETnf5B8idi7Eq,Пушка,2019-04-08,13
Голови,alyona alyona,alyona alyona,6DpahurFkRPLpddEFE98SC,2ic3GGGmkixOZP4qnakSA8,197659,9,6gBytf9yoETnf5B8idi7Eq,Пушка,2019-04-08,13
Залишаю свій дім,alyona alyona,alyona alyona,28SRiARb1TDUNClLtZg6q7,2ic3GGGmkixOZP4qnakSA8,206769,12,6gBytf9yoETnf5B8idi7Eq,Пушка,2019-04-08,13
Не втратимо зв'язок,alyona alyona,alyona alyona,4QbAOvKJMIx22HvGqkFBmM,2ic3GGGmkixOZP4qnakSA8,148536,52,67H8Ds24jGQTAfqzdc3xpX,Не втратимо зв'язок,2023-04-13,1
Рибки 3,alyona alyona,alyona alyona,0FliHNMMzXeDlIohOkI0HE,2ic3GGGmkixOZP4qnakSA8,136272,10,6gBytf9yoETnf5B8idi7Eq,Пушка,2019-04-08,13
