artist,album,num_tracks,album_length,release_date,listeners,scrobbles,tags,tracks
Океан Ельзи,1221,21,,7 December 2006,"29,753","426,580","['rock', 'alternative', 'rock', 'ukrainian', 'ukrainian rock']","['Long Time Ago', 'Вона підійшла до вікна', 'Там, де нас нема', 'Поїзд «чужа любов»', 'Йду на дно', 'Янанебібув', 'Той день', 'Відпусти', 'Ото була весна', 'Вставай', 'Друг ч.1', 'Друг (ч.2)', 'Вулиця', '911 (тихий океан)', 'Майже весна', 'Холодно', 'Дівчина з іншого життя', 'Без бою', 'Відчуваю (версія-2)', 'Вище неба', 'Не питай']"
Океан Ельзи,Gloria,12,42:40,22 September 2005,"42,098","820,164","['ukrainian', 'rock', '2005', 'progressive rock', 'pop rock', 'rock', 'ukrainian', 'ukrainian rock']","['Перша пісня', 'Ти і я', 'Вище неба', 'Сонце сідає', 'Ніколи', 'Тінь твого тіла', 'Без бою', 'GLORIA', 'Відчуваю', 'Ікони не плачуть', 'Як останній день', 'Не питай']"
Океан Ельзи,Земля,12,49:12,15 May 2013,"37,712","926,525","['rock', 'ukrainian', '2013', 'pop rock', 'pop-rock', 'rock', 'ukrainian', 'ukrainian rock']","['З нею', 'Стіна', 'Бодегіта', 'Незалежність', 'Rendez-Vous', 'Стріляй', 'Обійми', 'Караван', 'Джульєтта', 'На небі', 'Пори року', 'Коли навколо ні душі…']"
Океан Ельзи,Обійми,1,3:44,14 February 2013,"2,539","8,181","['rock', 'ukrainian', 'ukrainian rock', 'indie', 'pop-rock', 'rock', 'ukrainian', 'ukrainian rock']",['Обійми']
Океан Ельзи,Янанебібув,11,42:48,21 February 2000,"43,299","901,263","['ukrainian', 'indie', 'pop rock', 'brit-pop', 'ukraine', 'rock', 'ukrainian', 'ukrainian rock']","['Янанебібув', 'Той день', 'Мало менi', 'Сосни', 'Кавачай', 'Відпусти', 'Африка', 'Поясни', 'Фіалки', 'Коли тебе нема', 'Етюд']"
Океан Ельзи,The Best Of,21,78:50,6 August 2010,"15,088","231,409","['rock', 'ukrainian', 'ukrainian rock', 'indie', 'pop-rock', 'rock', 'ukrainian', 'ukrainian rock']","['Я так хочу...', 'Все буде добре', 'Без бою', 'Майже весна', 'Вставай', 'Той день', 'Більше для нас', 'Хочу напитись тобою', 'Вище неба', 'Для тебе', '911', 'Коли тебе нема', 'Онлайн', 'Зелені очі', 'Відчуваю', 'Кішка', 'Сосни', 'Як довго', 'Коко шанель', 'Там, де нас нема', 'Не питай']"
Океан Ельзи,Модель,11,41:16,31 January 2001,"41,064","1,033,422","['ukrainian', '2001', 'fav', 'ukraine', '2000s', 'rock', 'ukrainian', 'ukrainian rock']","['911', 'Я до тебе', 'Друг ч.1', 'Друг ч.2', 'Ти собі сама', 'Квітка', 'Вставай', ""Isn't it сон"", 'Коко шанель', 'Сьогодні', 'Вулиця (може все не так)']"
Океан Ельзи,Суперсиметрія,11,42:25,12 March 2003,"31,043","777,775","['ukrainian', 'rock', 'pop rock', '2003', 'ukraine', 'rock', 'ukrainian', 'ukrainian rock']","['Кішка', 'Дівчина (з іншого життя)', 'Вільний', 'Susy', 'Мене', 'Для тебе', 'Леді', 'Майже весна', 'Холодно', 'Віддам', ""Невидима сім'я""]"
Океан Ельзи,Міра,12,40:55,25 April 2007,"19,649","293,725","['ukrainian', 'classic rock', 'russian rock', 'post-punk revival', '2007', 'rock', 'ukrainian', 'ukrainian rock']","['Міра', 'День у день', 'Хочу напитись тобою', 'Пташка', 'Зелені очі', 'Коли тобі важко', 'Як довго', 'Не можу без тебе', 'Лелеки', 'Ночі і дні', 'Все буде добре', 'Моя мала']"
Океан Ельзи,Я на небі був,12,46:28,14 March 2000,"2,694","56,593","['rock', 'ukrainian', 'ukrainian rock', 'indie', 'pop-rock', 'rock', 'ukrainian', 'ukrainian rock']","['Я на небі був', 'Той день', 'Мало менi', 'Сосни', 'Кавачай', 'Вiдпусти', 'Африка', 'Поясни', 'Фiалки', 'Коли Тебе Нема', 'Етюд', 'Там де нас нема']"
Океан Ельзи,Стріляй,1,4:51,18 April 2013,243,811,"['rock', 'ukrainian', 'ukrainian rock', 'indie', 'pop-rock', 'rock', 'ukrainian', 'ukrainian rock']",['Стріляй']
Океан Ельзи,"Там, де нас нема",15,54:36,14 September 1998,"26,976","583,827","['ukrainian', 'rock', 'indie', 'brit-pop', 'ukraine', 'rock', 'ukrainian', 'ukrainian rock']","['Новий день', 'Там, де нас нема', 'Голос твій', 'Позич мені сонце', 'Тадж-махал', 'Сумна мелодія', 'Поїзд ""чужа любов""', 'Йду на дно', 'Вісім', 'Ластівка з мого міста', 'Ти забула давно', 'Long Time Ago', 'Колиска вітру', 'Годі вже', 'Там, де нас нема (Remix)']"
Океан Ельзи,Dolce Vita,14,56:44,10 March 2010,"41,867","990,163","['ukrainian', '2010', 'indie', 'pop-rock', 'ukraine', 'rock', 'ukrainian', 'ukrainian rock']","['Онлайн', 'Небо над дніпром', 'Надя', 'Я так хочу…', 'На лінії вогню', 'Більше для нас', 'Ордени', 'З тобою', 'Ще один день', 'Королева', '18 хвилин', 'Компас', 'Dolce vita', 'Ой, чий там кінь стоїть (народна пісня)']"
Океан Ельзи,Dolce Vita (Remastered),14,56:45,1 December 2010,"3,341","93,743","['2010', 'rock', 'ukrainian', 'ukrainian rock']","['Онлайн', 'Небо над дніпром', 'Надя', 'Я так хочу...', 'На лінії вогню', 'Більше для нас', 'Ордени', 'З тобою', 'Ще один день', 'Королева', '18 хвилин', 'Компас', 'Dolce vita', 'Ой, чий там кінь стоїть']"
Океан Ельзи,Самое лучшее,22,82:04,25 May 2002,930,"4,410","['rock', 'ukrainian', 'ukrainian rock', 'indie', 'pop-rock', 'rock', 'ukrainian', 'ukrainian rock']","['Там, де нас нема', '911', 'Я до тебе', 'Ти собі сама', 'Коко шанель', 'Квітка', 'Позич мені сонце', 'Ластівка з мого міста', 'Я на небі був', 'Той день', 'Мало менi', 'Сосни', 'Кавачай', 'Відпусти', 'Коли тебе нема', 'Фіалки', ""Isn't сон"", 'Голос твій', 'Етюд', 'Друг ч.1', 'Друг ч.2', 'Сьогодні']"
Океан Ельзи,Избранное,40,159:09,26 September 2013,"1,746","38,580","['rock', 'ukrainian', 'ukrainian rock', 'indie', 'pop-rock', 'rock', 'ukrainian', 'ukrainian rock']","['Там, де нас нема', '911', 'Без бою', 'Сосни', '18 хвилин', 'Онлайн', 'Позич мені сонце', 'Новий день', 'Кавачай', 'Майже весна', 'Коко шанель', 'Більше для нас', 'Той день', 'Стрiляй', 'Ти собі сама', 'З нею', 'Вище неба', 'Кішка', 'Я так хочу...', 'Надя (Бонус-трек)', 'Вiдпусти', 'Мало менi', 'Susy', 'Rendez-Vous', 'На лінії вогню', 'Дівчина (з iншого життя)', 'Ночі і дні', 'Квітка', 'Холодно', 'Друг', 'Сьогодні', 'Пташка', 'Голос твій', 'На небi', 'Не питай', 'Небо над днiпром', 'Dolce vita', 'Компас', 'Обiйми', 'Ще один день (Бонус-трек)']"
Океан Ельзи,Найкраще,34,135:05,2014,886,"40,058","['rock', 'ukrainian', 'ukrainian rock', 'indie', 'pop-rock', 'rock', 'ukrainian', 'ukrainian rock']","['Там де нас нема', 'Ластiвка З Твого Мiста', 'Той день', 'Мало менi', 'Сосни', 'Вiдпусти', '911', 'Я до тебе', 'Друг', 'Ти собi сама', 'Квiтка', 'Вставай', ""Isn't it сон"", 'Коко шанель', 'Кiшка', 'Дiвчина (з iншого життя)', 'Для тебе', 'Майже весна', 'Холодно', 'Вище неба', 'Без бою', 'Вiдчуваю', 'Не питай', 'Зеленi очi', 'Я їду додому', 'Все буде добре', 'Я так хочу...', 'Бiльше для нас', 'Dolce vita', 'Rendez-Vous', 'Стрiляй', 'Обiйми', 'Джульєта', 'На небi']"
Океан Ельзи,найкраще,34,135:05,2014,886,"40,058","['rock', 'ukrainian', 'ukrainian rock', 'indie', 'pop-rock', 'rock', 'ukrainian', 'ukrainian rock']","['Там де нас нема', 'Ластiвка З Твого Мiста', 'Той день', 'Мало менi', 'Сосни', 'Вiдпусти', '911', 'Я до тебе', 'Друг', 'Ти собi сама', 'Квiтка', 'Вставай', ""Isn't it сон"", 'Коко шанель', 'Кiшка', 'Дiвчина (з iншого життя)', 'Для тебе', 'Майже весна', 'Холодно', 'Вище неба', 'Без бою', 'Вiдчуваю', 'Не питай', 'Зеленi очi', 'Я їду додому', 'Все буде добре', 'Я так хочу...', 'Бiльше для нас', 'Dolce vita', 'Rendez-Vous', 'Стрiляй', 'Обiйми', 'Джульєта', 'На небi']"
Океан Ельзи,Суперсиметрия,11,42:25,12 March 2003,"31,043","777,775","['rock', 'ukrainian', 'ukrainian rock', 'indie', 'pop-rock', 'rock', 'ukrainian', 'ukrainian rock']","['Кішка', 'Дівчина (з іншого життя)', 'Вільний', 'Susy', 'Мене', 'Для тебе', 'Леді', 'Майже весна', 'Холодно', 'Віддам', ""Невидима сім'я""]"
Океан Ельзи,Tviй Формат,12,45:19,2003,"10,517","245,992","['ukrainian', 'russian rock', 'rock', 'ukrainian', 'ukrainian rock']","['Дiвчина (із іншого життя)', 'Мало менi', 'Холодно', 'Поясни', 'Етюд', 'Сосни', 'Мене', 'Для тебе', ""Невидима сiм'я"", 'Ото була весна', 'Вiддам', 'Я їду додому']"
Океан Ельзи,Без меж,11,,18 May 2016,"13,054","275,125","['rock', 'ukrainian', 'ukraine', 'ukrainian rock', '2016', 'rock', 'ukrainian', 'ukrainian rock']","['Віддай мені (Свою любов)', 'Не йди', 'Джерело', 'Сонце', 'Мить', 'Не твоя війна', 'Еверест', 'Хтось в небо летить', 'Життя починається знов', 'Осінь', 'Без меж']"
Океан Ельзи,Не твоя війна,1,4:27,31 August 2015,"2,734","12,099","['rock', 'ukrainian', 'ukrainian rock', 'indie', 'pop-rock', 'rock', 'ukrainian', 'ukrainian rock']",['Не твоя війна']
Go_A,Eurovision Song Contest Rotterdam 2021,,,,138,"1,729","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",[]
Go_A,SHUM - Single,1,2:52,4 August 2021,"2,109","41,191","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",['SHUM']
Go_A,Solovey - Single,2,5:52,4 March 2020,640,"8,161","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']","['Solovey', 'Solovey (Instrumental Version)']"
Go_A,Solovey,2,5:52,16 December 2021,"39,867","403,092","['eurovision', 'eurovision song contest', 'eurovision 2020', 'esc', 'ukrainian', 'ukrainian', 'folktronica', 'folk']","['Solovey', 'Solovey (Instrumental Version)']"
Go_A,Шум,1,3:02,21 January 2021,"38,328","336,595","['folk', 'electronic', 'folktronica', 'ebm', 'full-on psytrance', 'ukrainian', 'folktronica', 'folk']",['Шум']
Go_A,Шум - Single,1,3:02,22 January 2021,929,"9,087","['folk', 'electronic', 'folktronica', 'ebm', 'full-on psytrance', 'ukrainian', 'folktronica', 'folk']",['Шум']
Go_A,#Ідиназвук,,,"Kyïv, Ukraine","192,802","4,146,372","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine']","['SHUM', 'Solovey', 'Шум', 'Kalyna', 'Rusalochki', 'Жальменiна', 'Dumala', 'Веснянка', 'Krip', 'Рано-раненько']"
Go_A,Spring Music Hits 2017 (Best Woman Voices),,,,54,322,"['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",[]
Go_A,Kalyna - Single,1,3:06,18 March 2022,284,"2,534","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",['Kalyna']
Go_A,Kalyna,1,3:06,18 March 2022,"19,482","198,568","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",['Kalyna']
Go_A,Лечу на море,,,,321,"1,139","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",[]
Go_A,Рано-раненько,2,6:43,2019,"16,785","118,434","['folktronica', 'ukrainian', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']","['Рано-раненько', 'Рано-раненько (Радіо Версія)']"
Go_A,Сонце,1,5:38,27 February 2014,3,157,"['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",['Сонце']
Go_A,Hot Radio Hits Pop 2017 Ukraine,,,,63,200,"['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",[]
Go_A,Rusalochki,1,3:18,15 June 2023,"9,632","85,323","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",['Rusalochki']
Go_A,Rusalochki - Single,1,3:18,15 June 2023,88,"1,103","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",['Rusalochki']
Go_A,Добрим людям на здоров’я - Single,1,3:25,18 December 2020,30,428,"['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",['Добрим людям на здоров’я']
Go_A,Добрим людям на здоров’я,1,3:25,16 December 2021,"5,056","17,491","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']",['Добрим людям на здоров’я']
Go_A,Dumala,2,6:05,"2 tracks, 6:05","5,260","50,657","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']","['Dumala', 'Dumala (Speed Up version)']"
Go_A,Dumala - Single,2,6:05,23 November 2023,57,690,"['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']","['Dumala', 'Dumala (Speed Up version)']"
Go_A,Krip,2,7:04,"2 tracks, 7:04","4,617","29,606","['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']","['Krip', 'Krip (Instrumental)']"
Go_A,Krip - Single,2,7:04,24 April 2024,47,335,"['ukrainian', 'folktronica', 'folk', 'electronic', 'ukraine', 'ukrainian', 'folktronica', 'folk']","['Krip', 'Krip (Instrumental)']"
Бумбокс,III,11,43:36,23 October 2008,"46,372","880,204","['ukrainian', 'funk', 'reggae', 'hip-hop', 'sad', 'ukrainian', 'funk', 'reggae']","['Концерти', 'Стягу на стягу', 'Поліна', 'Наодинці', 'Cash-бабулец', 'Тримай', 'Та4то', 'Тнт', 'Быть самим собой', 'Що ти змiг', 'Ева']"
Бумбокс,Тримай,7,27:45,1 January 2007,"22,971","169,568","['ukrainian', 'hip-hop', 'funk', 'sad', 'singer-songwriter', 'ukrainian', 'funk', 'reggae']","['Тримай', 'Та4то', 'Тримай (версія ""боса"")', 'Та4то (версія ""за туманом"")', 'та4то (dj Tapolsky & Redco)', 'тримай (el menos)', 'Та4то (el menos)']"
Бумбокс,Family Бiзнес,11,41:25,1 January 2006,"30,987","437,292","['ukrainian', 'funk', 'reggae', 'hip-hop', 'funky-groove', 'ukrainian', 'funk', 'reggae']","['Ким ми були', 'Королева', 'Hip-Hop', 'Вахтерам', 'Зцапала злапала', 'Квіти в волоссі', 'Віддаю', 'Хоттабыч', 'Нездара', 'Хвилюватися немає причин', 'Happy End']"
Бумбокс,Family бізнес,,,,"51,971","645,691","['ukrainian', 'funk', 'reggae', 'hip-hop', 'funky-groove', 'ukrainian', 'funk', 'reggae']",[]
Бумбокс,"Бленды, миксы и другие пародии",12,47:36,12 February 2013,325,"1,237","['ukrainian', 'funk', 'hip-hop', 'sad', 'reggae', 'ukrainian', 'funk', 'reggae']","['Що ти змiг', 'Концерти', 'Одна', 'Стяги на стяги', 'Быть самим собой', 'Хоттабыч', 'Наодинці', 'Королева', 'Поліна', 'Вахтерам', 'Та4то', 'Come Around']"
Бумбокс,Краще,55,,2010,"3,109","138,848","['ukrainian', 'funk', 'reggae', 'hip-hop', 'sad', 'ukrainian', 'funk', 'reggae']","['Бета-каротин', 'День', 'Діагноз', 'E-Mail', 'Гайки з ямайки', 'Почути', 'Рожеві сиропи', 'Супер-пупер', 'Одна', 'Бобік', 'Зима', 'Ким ми були', 'Королева', 'Hip-Hop', 'Вахтёрам', 'Зцапала злапала', 'Квіти в волоссі', 'Віддаю', 'Хоттабыч', 'Хвилюватися немає причин', 'Happy End', 'Наодниці', 'Поліна', 'Що ти зміг', 'Стяги на стяги', 'Eva', 'Тримай', 'TNT', 'Та4то', 'Ким ми були', 'Королева', 'Hip-Hop', 'Вахтерам', 'Зцапала злапала', 'Квіти в волоссі', 'Віддаю', 'Хоттабыч', 'Нездара', 'Хвилюватися немає причин', 'Happy End', 'Бета-каротин', 'День', 'Діагноз', 'E-Mail', 'Гайки з ямайки', 'Почути', 'Супер-пупер', 'Одна', 'Бобік', 'Зима', 'Dafe with another ten', 'Пісня для китайського льотчика', 'Супер-пупер', 'Бобік', 'E-Mail']"
Бумбокс,Меломанія,11,42:36,1 March 2005,"28,177","550,351","['funk', 'reggae', 'ukrainian', '2005', 'chill out', 'ukrainian', 'funk', 'reggae']","['Бета-каротин', 'День', 'Діагноз', 'E-Mail', 'Гайки з ямайки', 'Почути', 'Рожеві сиропи', 'Супер-пупер', 'Одна', 'Бобік', 'Зима']"
Бумбокс,ІІІ,11,43:09,23 October 2008,245,"5,515","['ukrainian', 'funk', 'hip-hop', 'sad', 'pop', 'ukrainian', 'funk', 'reggae']","['Концерти', 'Стяги на стяги', 'Поліна', 'Наодинці', 'Cash-бабулес', 'Тримай', 'Та4то', 'TNT', 'Быть самим собой', 'Що ти зміг', 'Eva']"
Бумбокс,Всё Включено,11,42:34,24 June 2010,"12,047","219,931","['funk', 'ukrainian', 'sad', 'reggae', 'russian', 'ukrainian', 'funk', 'reggae']","['Я Твой', 'Холода.нет', 'Hip-Hop', 'Стяги на стяги', 'Бета-Каротин', 'Тримай', 'Cash-бабулес', 'Що ти зміг', 'Квiти в волоссi', 'Звёзды не ездят в метро', 'Летний дождь']"
Бумбокс,Всё включено,11,42:34,24 June 2010,"12,047","219,931","['funk', 'ukrainian', 'sad', 'reggae', 'russian', 'ukrainian', 'funk', 'reggae']","['Я Твой', 'Холода.нет', 'Hip-Hop', 'Стяги на стяги', 'Бета-Каротин', 'Тримай', 'Cash-бабулес', 'Що ти зміг', 'Квiти в волоссi', 'Звёзды не ездят в метро', 'Летний дождь']"
Бумбокс,Середній Вік,11,,1 February 2017,"10,158","231,557","['rock', 'pop rock', 'ukraine', 'ballad', '5 stars', 'ukrainian', 'funk', 'reggae']","['Немає ТБ', 'За буйки', 'Nevertheless', 'Звьоздочка', 'Fall', 'Крапка', 'Этажи (feat. Pianoбой)', 'ASP', 'Брехня', 'Пошла вон', 'Самольотік']"
Бумбокс,Середній вік,11,,1 February 2017,"10,158","231,557","['rock', 'pop rock', 'ukraine', 'ballad', '5 stars', 'ukrainian', 'funk', 'reggae']","['Немає ТБ', 'За буйки', 'Nevertheless', 'Звьоздочка', 'Fall', 'Крапка', 'Этажи (feat. Pianoбой)', 'ASP', 'Брехня', 'Пошла вон', 'Самольотік']"
Бумбокс,Люди,5,25:18,1 April 2016,"6,967","68,849","['2016', 'ukrainian', 'funk', 'reggae', 'hip-hop', 'ukrainian', 'funk', 'reggae']","['Люди', 'Мала', 'Выход', 'Рок-н-рол', 'Злива']"
Бумбокс,Люди - EP,5,25:19,1 April 2016,177,"1,865","['ukrainian', 'funk', 'reggae', 'hip-hop', 'funky-groove', 'ukrainian', 'funk', 'reggae']","['Люди', 'Мала', 'Выход', 'Рок-н-рол', 'Злива (feat. Pianoboy, Jamala)']"
Бумбокс,Термінал Б,11,,17 September 2013,"7,777","143,658","['indie pop', 'pop rock', 'ukrainian', 'ukraine', 'funk', 'ukrainian', 'funk', 'reggae']","['Коля', 'Дурень', 'Шукай', 'На ви', 'Дитина', 'Номєр скрит', 'Пєпєл', 'Етім лєтом', 'Нє на кого пєнять', 'Ти одна', 'Кохана']"
The Hardkiss,Stones and Honey,19,64:22,8 October 2014,"16,504","349,852","['electronic', 'ukrainian', 'dance', '#1', 'pop', 'ukrainian', 'electronic', 'dance']","['Hard', 'Only Once', 'Make-Up', 'Strange Moves', 'Shadows of Time', 'Hurricane', 'IN LOVE', 'Little Girl', 'Dance With Me', 'Kiss', 'October', 'Japanese Dancer', 'UNDER THE SUN', 'Stones', 'Part of Me', 'Babylon', 'Tell Me Brother', 'Прірва', 'Blues (live)']"
The Hardkiss,Stones,1,3:47,28 April 2014,303,"2,542","['pop', 'ukrainian', 'electronic', 'dance', 'alternative rock', 'ukrainian', 'electronic', 'dance']",['Stones']
The Hardkiss,Журавлі - Single,1,3:28,22 July 2017,85,720,"['electronic', 'ukraine', 'ukrainian', 'the hardkiss', 'dance', 'ukrainian', 'electronic', 'dance']",['Журавлі']
The Hardkiss,Залізна ластівка,17,,18 September 2018,"11,233","351,721","['2018', 'hard rock', 'alternative metal', 'electronic', 'ukrainian', 'ukrainian', 'electronic', 'dance']","['Привіт', 'Журавлі', 'Коханці', 'Forever More', 'Free Me', 'Серце', 'Море', 'Кораблі', 'Де ти є', 'Does It Feel', 'Хто, як не ти', '00:00', 'Мелодія', 'Андромеда', 'Астронавт', 'Complicity', 'Бувай']"
The Hardkiss,Cold Altair,8,31:07,8 December 2015,"6,079","53,308","['the hardkiss', 'cold altair', 'pop', 'electronic', 'dance', 'ukrainian', 'electronic', 'dance']","['TONY, TALK!', 'Organ', 'Doctor Thomases', 'Shadows of Light', 'Altair', 'Hammer', 'Tony, Talk! - DJ Ekspert Remix', 'Tony, Talk! - Pavel Zhuravlev Remix']"
The Hardkiss,Perfection Is a Lie,12,43:27,March 2017,"7,167","157,789","['ukrainian', 'alternative', 'rock', 'alternative rock', 'electronic', 'ukrainian', 'electronic', 'dance']","['Organ', 'TONY, TALK!', 'Doctor Thomases', 'Rain', 'Helpless', 'Антарктида', 'А2', 'Perfection', 'CLOSER', 'PIBIP', 'Hammer', 'Altair']"
The Hardkiss,the best,20,,September 2021,106,"1,788","['ukrainian', 'electronic', 'dance', 'pop', 'alternative rock', 'ukrainian', 'electronic', 'dance']","['Все було так', 'Антарктида', 'Make-Up', 'Tony, Talk', 'Stones', 'Прірва', '00:00', 'Сестра', 'Shadows of Time', '7 вітрів', 'Кораблі', 'Жива', 'Кобра', 'Коханці', 'Helpless', 'Журавлі', 'Гора', 'Косатка', 'Серце', 'Мелодія']"
The Hardkiss,Helpless,1,3:36,11 February 2016,"1,730","10,940","['ukrainian', 'female vocalist', 'electronic', 'boring', 'overrated', 'ukrainian', 'electronic', 'dance']",['Helpless']
The Hardkiss,Кораблі,1,,9 November 2017,"2,124","21,448","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']",['Кораблі']
The Hardkiss,Rain,1,3:27,28 September 2016,"1,848","9,310","['electronic', 'dance', 'ukrainian', 'wind and rain and ice and snow', 'alternative rock', 'ukrainian', 'electronic', 'dance']",['Rain']
The Hardkiss,Shadows of Time,1,4:14,15 October 2013,235,"1,582","['electronic', 'pop', 'dance', 'alternative rock', 'ukrainian', 'ukrainian', 'electronic', 'dance']",['Shadows of Time']
The Hardkiss,Жива і не залізна,10,35:37,20 May 2021,"8,754","217,330","['2021', 'ukrainian', 'electronic', 'dance', 'alternative rock', 'ukrainian', 'electronic', 'dance']","['Жива', 'Гора', '7 вітрів', 'Жоржина', 'Сестра', 'Дівчина', 'Кобра (feat. MONATIK)', 'Все було так', 'Косатка', 'Обійми']"
The Hardkiss,Жива,2,8:10,25 September 2019,"2,779","28,709","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']","['Жива', 'Жива (Instrumental)']"
The Hardkiss,THE HARDKISS,5,16:21,2012,792,"9,929","['electronic', 'female vocalists', 'pop', 'dance', 'alternative rock', 'ukrainian', 'electronic', 'dance']","['Dance With Me', 'Babylon', 'Say My Name', 'Babylon', 'Dance With Me']"
The Hardkiss,Маяк - Single,3,10:43,4 November 2022,132,"2,109","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']","['Маяк', 'Маяк (Instrumental version)', 'Маяк (Raft Tone Remix)']"
The Hardkiss,Маяк,3,,3 tracks,"4,483","60,767","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']","['Маяк', 'Маяк (Instrumental version)', 'Маяк (Raft Tone Remix)']"
The Hardkiss,Hurricane,1,3:42,11 February 2014,199,"1,942","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']",['Hurricane']
The Hardkiss,Антарктида,1,4:23,22 February 2017,168,"1,349","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']",['Антарктида']
The Hardkiss,7 вітрів,3,8:19,"3 tracks, 8:19",260,"1,473","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']","['7 вітрів - Raft Tone Remix', '7 вітрів - Raft Tone Future Rave Remix', '7 вітрів']"
The Hardkiss,Як ти? - Single,,,,1,2,"['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']",[]
The Hardkiss,Як ти?,,,,1,2,"['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']",[]
The Hardkiss,Сестра (Raft Tone Remix) - Single,3,9:15,10 December 2021,50,326,"['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']","['Сестра (Raft Tone Remix)', 'Сестра', 'Сестра (Instrumental)']"
The Hardkiss,Part of Me,1,3:36,8 March 2013,187,996,"['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']",['Part of Me']
The Hardkiss,Strange Moves (feat. Kazaky),1,3:11,3 October 2014,201,"1,451","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']",['Strange Moves']
The Hardkiss,Free Me - Single,2,6:24,3 August 2018,138,591,"['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']","['Free Me', 'Free Me - Instrumental Version']"
The Hardkiss,Обійми,3,,2 March 2021,"1,691","11,555","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']","['Обійми', 'Обійми (Instrumental version)', 'Обійми (Raft Tone Remix)']"
The Hardkiss,"Хто, як не ти",2,7:06,13 August 2019,690,"2,862","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']","['Хто, як не ти', 'Хто, як не ти (Instrumental Version)']"
The Hardkiss,Tell Me Brother,1,4:03,13 December 2013,132,841,"['electronic', 'the best of 2014', 'ukrainian', 'dance', 'alternative rock', 'ukrainian', 'electronic', 'dance']",['Tell Me Brother']
The Hardkiss,Perfection,1,3:55,10 June 2016,226,"1,403","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']",['Perfection']
The Hardkiss,Два вікна,2,6:18,8 March 2023,"2,281","18,641","['ukrainian', 'electronic', 'dance', 'alternative rock', 'electronica', 'ukrainian', 'electronic', 'dance']","['Два вікна', 'Два вікна - Instrumental version']"
