Epoch	train_cost	val_cost	epoch_time	learing_rate
630	0.713403	4.14457	110.231s	0.0001
631	0.720949	4.13316	110.87s	0.0001
632	0.712776	4.08517	110.468s	0.0001
633	0.73408	3.99613	110.799s	0.0001
634	0.715701	3.99493	110.457s	0.0001
635	0.715097	4.06648	110.635s	0.0001
636	0.71352	3.93571	110.984s	0.0001
637	0.711324	4.00192	110.852s	0.0001
638	0.716152	4.18515	111.018s	0.0001
639	0.703341	3.9419	110.776s	0.0001
640	0.706188	3.99398	110.904s	0.0001
641	0.73084	4.3347	111.125s	0.0001
642	0.706355	3.98949	110.913s	0.0001
643	0.71831	4.02013	110.707s	0.0001
644	0.705808	3.98172	111.002s	0.0001
645	0.70296	4.09423	111.112s	0.0001
646	0.690229	4.04824	110.784s	0.0001
647	0.686664	4.1152	110.771s	0.0001
648	0.694133	4.29954	111.368s	0.0001
649	0.722113	3.93054	111.157s	0.0001
650	0.695183	4.07262	111.022s	0.0001
651	0.698349	4.01831	111.069s	0.0001
652	0.685447	4.07942	111.067s	0.0001
653	0.691272	4.3756	110.965s	0.0001
654	0.683095	4.04964	110.504s	0.0001
655	0.673654	4.01556	110.609s	0.0001
656	0.672168	4.03893	110.95s	0.0001
657	0.665544	3.99547	110.943s	0.0001
658	0.668665	4.13503	110.559s	0.0001
659	0.669828	4.04465	110.696s	0.0001
660	0.666082	4.18586	110.827s	0.0001
661	0.676861	4.02979	110.359s	0.0001
662	0.65694	4.09942	110.532s	0.0001
663	0.66448	4.2459	111.205s	0.0001
664	0.668652	4.05884	110.646s	0.0001
665	0.664486	4.09925	110.789s	0.0001
666	0.672978	3.96762	110.591s	0.0001
667	0.656083	4.02616	110.479s	0.0001
668	0.713015	4.0966	111.195s	0.0001
669	0.657265	3.99489	110.744s	0.0001
670	0.66582	4.10423	111.038s	0.0001
671	0.648119	4.094	110.731s	0.0001
672	0.652938	3.96452	111.244s	0.0001
673	0.633856	4.05834	110.543s	0.0001
674	0.645305	4.03069	111.075s	0.0001
675	0.638814	3.99545	111.04s	0.0001
676	0.644786	4.21607	110.5s	0.0001
677	0.6401	4.07947	110.652s	0.0001
678	0.649383	4.24404	110.714s	0.0001
679	0.638299	4.05935	111.241s	0.0001
680	0.640928	4.12327	110.722s	0.0001
681	0.623173	4.04584	110.413s	0.0001
682	0.650266	4.11843	110.742s	0.0001
683	0.631042	4.01884	110.545s	0.0001
684	0.626039	4.15439	111.062s	0.0001
685	0.637272	4.05839	110.733s	0.0001
686	0.633136	4.05052	110.766s	0.0001
687	0.640411	4.14673	110.385s	0.0001
688	0.705557	4.12031	110.778s	0.0001
689	0.62193	4.10416	110.634s	0.0001
690	0.624647	4.07009	110.579s	0.0001
691	0.617872	4.11723	110.861s	0.0001
692	0.611558	4.08776	110.4s	0.0001
693	0.623482	4.02409	110.559s	0.0001
694	0.6089	4.06342	110.875s	0.0001
695	0.623258	4.13811	110.849s	0.0001
696	0.60808	3.99567	110.574s	0.0001
697	0.611885	4.0443	110.474s	0.0001
698	0.601546	4.03548	110.687s	0.0001
699	0.617229	4.06156	110.714s	0.0001
700	0.598596	4.14796	110.684s	0.0001
701	0.609778	4.08529	110.287s	0.0001
702	0.596446	4.11463	110.586s	0.0001
703	0.595205	4.10468	110.53s	0.0001
704	0.597532	4.07129	110.779s	0.0001
705	0.616681	4.12126	110.665s	0.0001
706	0.605759	4.11233	111.04s	0.0001
707	0.597197	4.25359	110.471s	0.0001
708	0.595546	4.26928	110.402s	0.0001
709	0.595719	4.14303	110.598s	0.0001
710	0.59264	4.03374	110.382s	0.0001
711	0.5918	4.18392	110.37s	0.0001
712	0.585261	4.21489	110.516s	0.0001
713	0.594546	4.07282	110.771s	0.0001
714	0.593602	4.19862	110.596s	0.0001
715	0.579584	4.14002	110.501s	0.0001
716	0.588572	4.13433	110.325s	0.0001
717	0.587048	4.37252	110.228s	0.0001
718	0.584395	4.22527	110.447s	0.0001
719	0.583248	4.29744	110.377s	0.0001
720	0.574473	4.18043	110.298s	0.0001
721	0.573725	4.13124	110.844s	0.0001
722	0.575059	4.08169	110.826s	0.0001
723	0.580467	4.25231	110.652s	0.0001
724	0.58167	4.18546	110.381s	0.0001
725	0.570206	4.11113	110.294s	0.0001
726	0.574345	4.2692	110.597s	0.0001
727	0.570113	4.1194	110.441s	0.0001
728	0.56856	4.14988	110.579s	0.0001
729	0.569219	4.09606	110.508s	0.0001
730	0.5672	4.16228	110.469s	0.0001
731	0.560247	4.19248	110.683s	0.0001
732	0.556577	4.15911	110.391s	0.0001
733	0.557898	4.17326	110.426s	0.0001
734	0.552863	4.18984	110.267s	0.0001
735	0.565121	4.09547	110.249s	0.0001
736	0.560828	4.20779	110.837s	0.0001
737	0.555354	4.11221	110.343s	0.0001
738	0.564047	4.09158	110.601s	0.0001
739	0.553922	4.27168	110.599s	0.0001
740	0.558224	4.18347	110.603s	0.0001
741	0.560143	4.29041	110.88s	0.0001
742	0.554396	4.15713	110.875s	0.0001
743	0.553933	4.24506	110.648s	0.0001
744	0.547276	4.17268	110.563s	0.0001
745	0.54665	4.16145	110.625s	0.0001
746	0.56511	4.04284	110.563s	0.0001
747	0.535673	4.12021	110.84s	0.0001
748	0.538884	4.1241	110.413s	0.0001
749	0.546895	4.11649	110.56s	0.0001
750	0.546645	4.19313	110.499s	0.0001
751	0.539311	4.11792	110.756s	0.0001
752	0.552921	4.14539	110.71s	0.0001
753	0.53756	4.04585	111.211s	0.0001
754	0.527397	4.1163	110.755s	0.0001
755	0.538655	4.23186	110.164s	0.0001
756	0.529435	4.36425	110.262s	0.0001
757	0.543392	4.28283	110.467s	0.0001
758	0.53086	4.28695	110.49s	0.0001
759	0.533723	4.34005	110.46s	0.0001
760	0.542315	4.13875	110.521s	0.0001
761	0.533663	4.22151	110.443s	0.0001
762	0.53585	4.24552	110.383s	0.0001
763	0.557315	4.21439	110.491s	0.0001
764	0.533017	4.18091	110.223s	0.0001
765	0.522412	4.2345	110.154s	0.0001
766	0.528571	4.16294	110.15s	0.0001
767	0.527996	4.30347	110.803s	0.0001
768	0.525658	4.12962	110.587s	0.0001
769	0.529014	4.1819	110.375s	0.0001
770	0.524522	4.22479	110.574s	0.0001
771	0.521322	4.18987	110.57s	0.0001
772	0.51925	4.13403	110.856s	0.0001
773	0.525195	4.04675	110.627s	0.0001
774	0.524613	4.24607	110.843s	0.0001
775	0.520649	4.35247	110.3s	0.0001
776	0.518612	4.26467	110.752s	0.0001
777	0.513369	4.28881	110.543s	0.0001
778	0.522392	4.47437	110.823s	0.0001
779	0.528471	4.34097	110.816s	0.0001
780	0.524742	4.2639	110.734s	0.0001
781	0.504455	4.05678	110.205s	0.0001
782	0.510294	4.22232	110.426s	0.0001
783	0.512264	4.26752	110.355s	0.0001
784	0.520581	4.20707	110.402s	0.0001
