title,artist,albums,albums_filtered,main_album
Залишай,Фактично Самі,"['Lo-Fi TRавми', 'Fuckтично Самі']",[],Other
Дивина,Фактично Самі,"['Lo-Fi TRавми', 'Fuckтично Самі']",[],Other
Небо,Фактично Самі,"['Lo-Fi TRавми', 'Fuckтично Самі']",[],Other
Lovesong-0-667,Фактично Самі,['Kurva Cum Back'],['Kurva Cum Back'],Kurva Cum Back
Очі твої,Фактично Самі,['Lo-Fi TRавми'],[],Other
No Logo,Фактично Самі,['Kurva Cum Back'],['Kurva Cum Back'],Kurva Cum Back
Любе лібідо,Фактично Самі,"['Kurva Cum Back', 'Fuckтично Самі']",['Kurva Cum Back'],Kurva Cum Back
Обернися,Фактично Самі,['Lo-Fi TRавми'],[],Other
Листи,Фактично Самі,['Kurva Cum Back'],['Kurva Cum Back'],Kurva Cum Back
Вродливе м'ясо,Фактично Самі,['Lo-Fi TRавми'],[],Other
Фактично виграють всіх,Фактично Самі,['Kurva Cum Back'],['Kurva Cum Back'],Kurva Cum Back
Попелюшка,Фактично Самі,['Kurva Cum Back'],['Kurva Cum Back'],Kurva Cum Back
Маяк коломия,Фактично Самі,['Kurva Cum Back'],['Kurva Cum Back'],Kurva Cum Back
Lo-Fi Universe,Фактично Самі,['Lo-Fi TRавми'],[],Other
Діброва,Фактично Самі,['Lo-Fi TRавми'],[],Other
Довго в рай,Фактично Самі,['Lo-Fi TRавми'],[],Other
Русальчина,Фактично Самі,['Lo-Fi TRавми'],[],Other
В твоїх обіймах,Фактично Самі,"['Б.П.П. (Болєзні Пєвчіх Птіц)', 'Fuckтично Самі']",['Б.П.П. (Болєзні Пєвчіх Птіц)'],Б.П.П. (Болєзні Пєвчіх Птіц)
Я знаю код,Фактично Самі,"['Космічний Вакуум', 'Fuckтично Самі']",['Космічний Вакуум'],Космічний Вакуум
Киріян,Фактично Самі,['Fuckтично Самі'],[],Other
Клей,Фактично Самі,[],[],Other
Вогонь,Фактично Самі,['Б.П.П. (Болєзні Пєвчіх Птіц)'],['Б.П.П. (Болєзні Пєвчіх Птіц)'],Б.П.П. (Болєзні Пєвчіх Птіц)
Недоля,Фактично Самі,['Б.П.П. (Болєзні Пєвчіх Птіц)'],['Б.П.П. (Болєзні Пєвчіх Птіц)'],Б.П.П. (Болєзні Пєвчіх Птіц)
Я хворію,Фактично Самі,['Б.П.П. (Болєзні Пєвчіх Птіц)'],['Б.П.П. (Болєзні Пєвчіх Птіц)'],Б.П.П. (Болєзні Пєвчіх Птіц)
sashakhuy,Фактично Самі,[],[],Other
Popelushka,Фактично Самі,[],[],Other
Фарба,Фактично Самі,['Б.П.П. (Болєзні Пєвчіх Птіц)'],['Б.П.П. (Болєзні Пєвчіх Птіц)'],Б.П.П. (Болєзні Пєвчіх Птіц)
Космічний вакуум,Фактично Самі,['Космічний Вакуум'],['Космічний Вакуум'],Космічний Вакуум
Дивом дивуюсь,Фактично Самі,['Fuckтично Самі'],[],Other
Тугу тугу,Фактично Самі,['Fuckтично Самі'],[],Other
Good Bye,Фактично Самі,['Fuckтично Самі'],[],Other
Ukraine - Finland - Kosmos,Фактично Самі,['Космічний Вакуум'],['Космічний Вакуум'],Космічний Вакуум
Робот-герой R-6,Фактично Самі,['Космічний Вакуум'],['Космічний Вакуум'],Космічний Вакуум
Ракета в космос рветься,Фактично Самі,['Космічний Вакуум'],['Космічний Вакуум'],Космічний Вакуум
Жінка-сокира рубає,Фактично Самі,['Fuckтично Самі'],[],Other
Пиздець коляну,Фактично Самі,[],[],Other
I Know The Code,Фактично Самі,[],[],Other
якби,renie cares,['якби - Single'],[],Other
заратустра,renie cares,"['заратустра', 'заратустра - Single']",[],Other
якби - BADWOR7H Remix,renie cares,[],[],Other
моя весна,renie cares,"['моя весна', 'моя весна - Single']",[],Other
хвилями,renie cares,"['хвилями', 'легка нестерпність буття']",['легка нестерпність буття'],легка нестерпність буття
зараза,renie cares,"['la princesse lointaine', 'la princesse lointaine - EP']",['la princesse lointaine'],la princesse lointaine
навчи мене,renie cares,"['навчи мене', 'навчи мене - Single']",[],Other
сина,renie cares,"['сина - Single', 'легка нестерпність буття']",['легка нестерпність буття'],легка нестерпність буття
легка,renie cares,['легка нестерпність буття'],['легка нестерпність буття'],легка нестерпність буття
чому,renie cares,['легка нестерпність буття'],['легка нестерпність буття'],легка нестерпність буття
лнб,renie cares,['легка нестерпність буття'],['легка нестерпність буття'],легка нестерпність буття
кричу,renie cares,"['кричу', 'la princesse lointaine']",['la princesse lointaine'],la princesse lointaine
де бог,renie cares,['легка нестерпність буття'],['легка нестерпність буття'],легка нестерпність буття
навіть коли,renie cares,['легка нестерпність буття'],['легка нестерпність буття'],легка нестерпність буття
деліре,renie cares,"['деліре', 'la princesse lointaine']",['la princesse lointaine'],la princesse lointaine
душа,renie cares,['легка нестерпність буття'],['легка нестерпність буття'],легка нестерпність буття
навчи мене - remastered,renie cares,[],[],Other
буття,renie cares,['легка нестерпність буття'],['легка нестерпність буття'],легка нестерпність буття
тлінно,renie cares,['легка нестерпність буття'],['легка нестерпність буття'],легка нестерпність буття
нестерпність,renie cares,['легка нестерпність буття'],['легка нестерпність буття'],легка нестерпність буття
любови більше,renie cares,"['la princesse lointaine', 'la princesse lointaine - EP']",['la princesse lointaine'],la princesse lointaine
ляля,renie cares,"['la princesse lointaine', 'la princesse lointaine - EP']",['la princesse lointaine'],la princesse lointaine
дюшеска,renie cares,[],[],Other
один ти,renie cares,[],[],Other
Дамоклів меч,renie cares,[],[],Other
Під хмарами,Обійми Дощу,"['Елегія', 'Обійми Дощу']","['Елегія', 'Обійми Дощу']",Елегія
Мертве дерево і вітер,Обійми Дощу,"['Елегія', 'Обійми Дощу']","['Елегія', 'Обійми Дощу']",Елегія
Дорогою вічності,Обійми Дощу,"['Елегія', 'Час. Lipky Studio Sessions']","['Елегія', 'Час. Lipky Studio Sessions']",Елегія
Зоренько моя,Обійми Дощу,"['Елегія', 'Обійми Дощу']","['Елегія', 'Обійми Дощу']",Елегія
Самотні ночі,Обійми Дощу,"['Елегія', 'Обійми Дощу']","['Елегія', 'Обійми Дощу']",Елегія
Згасаюча осінь,Обійми Дощу,"['Елегія', 'Обійми Дощу']","['Елегія', 'Обійми Дощу']",Елегія
Її душі зів'ялі квіти,Обійми Дощу,['Елегія'],['Елегія'],Елегія
Зимова елегія,Обійми Дощу,['Елегія'],['Елегія'],Елегія
Я і ти,Обійми Дощу,['Світанок'],[],Other
Світанок,Обійми Дощу,['Світанок'],[],Other
Остання мить,Обійми Дощу,['Сон'],['Сон'],Сон
Разом,Обійми Дощу,[],[],Other
Крила,Обійми Дощу,"['Сон', 'Крила']",['Сон'],Сон
Земле моя мила,Обійми Дощу,[],[],Other
Темна Ріка,Обійми Дощу,['Сон'],['Сон'],Сон
Назустріч тиші,Обійми Дощу,['Сон'],['Сон'],Сон
Сон,Обійми Дощу,['Сон'],['Сон'],Сон
Кімната,Обійми Дощу,['Сон'],['Сон'],Сон
Інтерлюдія,Обійми Дощу,['Сон'],['Сон'],Сон
Янгол,Обійми Дощу,['Сон'],['Сон'],Сон
Новий початок,Обійми Дощу,['Сон'],['Сон'],Сон
На відстані,Обійми Дощу,['На відстані'],[],Other
Щедрик,Обійми Дощу,[],[],Other
Час,Обійми Дощу,[],[],Other
Under clouds,Обійми Дощу,[],[],Other
Fading Autumn,Обійми Дощу,[],[],Other
Де твоя Лінія,Лінія Маннергейма,"['Конфіскат', 'Де твоя лінія? - EP']",['Конфіскат'],Конфіскат
Ісус із Назарета,Лінія Маннергейма,"['Бої без правил', 'Конфіскат']","['Бої без правил', 'Конфіскат']",Конфіскат
Зима,Лінія Маннергейма,"['Зима / Сніг - Single', 'Зима / Сніг']",[],Other
Отче,Лінія Маннергейма,['Конфіскат'],['Конфіскат'],Конфіскат
Озеро,Лінія Маннергейма,['Конфіскат'],['Конфіскат'],Конфіскат
Чорний,Лінія Маннергейма,['Конфіскат'],['Конфіскат'],Конфіскат
Їй 15,Лінія Маннергейма,['Де твоя лінія?'],[],Other
Бої Без Правил,Лінія Маннергейма,"['Конфіскат', 'Бої без правил']","['Бої без правил', 'Конфіскат']",Конфіскат
Міста,Лінія Маннергейма,"['Бої без правил', 'Конфіскат']","['Бої без правил', 'Конфіскат']",Конфіскат
Конфіскат,Лінія Маннергейма,['Конфіскат'],['Конфіскат'],Конфіскат
Навчи,Лінія Маннергейма,"['Де твоя лінія?', 'Де твоя лінія? - EP']",[],Other
Вона танцює,Лінія Маннергейма,"['Де твоя лінія?', 'Де твоя лінія? - EP']",[],Other
Південно-західна,Лінія Маннергейма,"['Де твоя лінія?', 'Де твоя лінія? - EP']",[],Other
Інтро,Лінія Маннергейма,['Конфіскат'],['Конфіскат'],Конфіскат
Сніг,Лінія Маннергейма,"['Зима / Сніг - Single', 'Зима / Сніг']",[],Other
Хороший бізнес,Лінія Маннергейма,['Конфіскат'],['Конфіскат'],Конфіскат
Будда,Лінія Маннергейма,[],[],Other
Колискова,Лінія Маннергейма,[],[],Other
Мій Старий,Лінія Маннергейма,[],[],Other
Я Залишаю Це Дивне Місце,Лінія Маннергейма,[],[],Other
Я Залишаю Місто,Лінія Маннергейма,[],[],Other
Live at On-Air,Лінія Маннергейма,[],[],Other
Мені 42,Лінія Маннергейма,[],[],Other
Ніби І Не Знав,Лінія Маннергейма,[],[],Other
1,Лінія Маннергейма,[],[],Other
Вінні-Пух,Арсен Мірзоян,['Арсен Мірзоян'],['Арсен Мірзоян'],Арсен Мірзоян
"Бувай, малий",Арсен Мірзоян,"['Ґудзики', 'Арсен Мірзоян']","['Арсен Мірзоян', 'Ґудзики']",Арсен Мірзоян
